date,home_team,visitor_team,home_team_score,visitor_team_score
2015-11-03,NOP,ORL,94,103
2015-11-03,MIA,ATL,92,98
2015-11-03,SAC,MEM,89,103
2015-11-03,LAL,DEN,109,120
2015-11-03,DAL,TOR,91,102
2015-11-03,CHA,CHI,130,105
2015-11-03,DET,IND,82,94
2015-11-04,MIL,PHI,91,87
2015-11-04,CLE,NYK,96,86
2015-11-04,PHX,SAC,118,97
2015-11-04,IND,BOS,100,98
2015-11-04,WAS,SAS,102,99
2015-11-04,ATL,BKN,101,87
2015-11-04,GSW,LAC,112,108
2015-11-04,HOU,ORL,119,114
2015-11-04,OKC,TOR,98,103
2015-11-04,UTA,POR,92,108
2015-11-05,POR,MEM,115,96
2015-11-05,CHI,OKC,104,98
2015-11-05,DAL,CHA,94,108
2015-11-05,MIN,MIA,84,96
2015-11-05,DEN,UTA,84,96
2015-11-06,GSW,DEN,119,104
2015-11-06,IND,MIA,90,87
2015-11-06,NOP,ATL,115,121
2015-11-06,PHX,DET,92,100
2015-11-06,BKN,LAL,98,104
2015-11-06,SAC,HOU,110,116
2015-11-06,NYK,MIL,92,99
2015-11-06,ORL,TOR,92,87
2015-11-06,BOS,WAS,118,98
2015-11-06,CLE,PHI,108,102
2015-11-07,MIL,BKN,94,86
2015-11-07,LAC,HOU,105,109
2015-11-07,ATL,WAS,114,99
2015-11-07,SAC,GSW,94,103
2015-11-07,DAL,NOP,107,98
2015-11-07,CHI,MIN,93,102
2015-11-07,UTA,MEM,89,79
2015-11-07,PHI,ORL,97,105
2015-11-07,SAS,CHA,114,94
2015-11-08,POR,DET,103,120
2015-11-08,CLE,IND,101,97
2015-11-08,OKC,PHX,124,103
2015-11-08,NYK,LAL,99,95
2015-11-08,MIA,TOR,96,76
2015-11-09,GSW,DET,109,95
2015-11-09,PHI,CHI,88,111
2015-11-09,SAC,SAS,88,106
2015-11-09,LAC,MEM,94,92
2015-11-09,ATL,MIN,107,117
2015-11-09,DEN,POR,108,104
2015-11-09,IND,ORL,97,84
2015-11-10,CLE,UTA,118,114
2015-11-10,MIL,BOS,83,99
2015-11-10,WAS,OKC,101,125
2015-11-10,TOR,NYK,109,111
2015-11-10,MIA,LAL,101,88
2015-11-10,NOP,DAL,120,105
2015-11-10,MIN,CHA,95,104
2015-11-11,HOU,BKN,98,106
2015-11-11,ATL,NOP,106,98
2015-11-11,PHI,TOR,103,119
2015-11-11,SAC,DET,101,92
2015-11-11,CHA,NYK,95,93
2015-11-11,POR,SAS,101,113
2015-11-11,DAL,LAC,118,108
2015-11-11,BOS,IND,91,102
2015-11-11,ORL,LAL,101,99
2015-11-11,DEN,MIL,103,102
2015-11-11,MEM,GSW,84,100
2015-11-12,PHX,LAC,118,104
2015-11-12,MIN,GSW,116,129
2015-11-12,MIA,UTA,92,91
2015-11-13,CHI,CHA,102,97
2015-11-13,OKC,PHI,102,85
2015-11-13,IND,MIN,107,103
2015-11-13,SAC,BKN,111,109
2015-11-13,BOS,ATL,106,93
2015-11-13,MEM,POR,101,100
2015-11-13,DAL,LAL,90,82
2015-11-13,DEN,HOU,107,98
2015-11-13,NYK,CLE,84,90
2015-11-13,ORL,UTA,102,93
2015-11-13,TOR,NOP,100,81
2015-11-14,SAS,PHI,92,83
2015-11-14,GSW,BKN,107,99
2015-11-14,LAC,DET,101,96
2015-11-14,PHX,DEN,105,81
2015-11-14,MIL,CLE,108,105
2015-11-14,HOU,DAL,98,110
2015-11-14,WAS,ORL,108,99
2015-11-15,ATL,UTA,96,97
2015-11-15,OKC,BOS,85,100
2015-11-15,LAL,DET,97,85
2015-11-15,SAC,TOR,107,101
2015-11-15,NYK,NOP,95,87
2015-11-15,MIN,MEM,106,114
2015-11-15,CHA,POR,106,94
2015-11-16,HOU,BOS,95,111
2015-11-16,SAS,POR,93,80
2015-11-16,CHI,IND,96,95
2015-11-16,PHX,LAL,120,101
2015-11-16,MEM,OKC,122,114
2015-11-16,PHI,DAL,86,92
2015-11-17,WAS,MIL,115,86
2015-11-17,BKN,ATL,90,88
2015-11-17,DET,CLE,104,99
2015-11-17,NYK,CHA,102,94
2015-11-17,GSW,TOR,115,110
2015-11-17,MIA,MIN,91,103
2015-11-17,NOP,DEN,98,115
2015-11-18,SAS,DEN,109,98
2015-11-18,PHX,CHI,97,103
2015-11-18,ATL,SAC,103,97
2015-11-18,PHI,IND,85,112
2015-11-18,BOS,DAL,102,106
2015-11-18,HOU,POR,108,103
2015-11-18,OKC,NOP,110,103
2015-11-18,ORL,MIN,104,101
2015-11-18,CHA,BKN,116,111
2015-11-18,UTA,TOR,93,89
2015-11-19,LAC,GSW,117,124
2015-11-19,MIA,SAC,116,109
2015-11-19,CLE,MIL,115,100
2015-11-20,MEM,HOU,96,84
2015-11-20,GSW,CHI,106,94
2015-11-20,OKC,NYK,90,93
2015-11-20,MIN,DET,86,96
2015-11-20,DAL,UTA,102,93
2015-11-20,NOP,SAS,104,90
2015-11-20,DEN,PHX,107,114
2015-11-20,BOS,BKN,120,95
2015-11-20,CHA,PHI,113,88
2015-11-20,LAL,TOR,91,102
2015-11-20,POR,LAC,102,91
2015-11-21,CLE,ATL,109,97
2015-11-21,DET,WAS,95,97
2015-11-21,MIA,PHI,96,91
2015-11-21,HOU,NYK,102,107
2015-11-21,SAS,MEM,92,82
2015-11-21,ORL,SAC,91,97
2015-11-21,IND,MIL,123,86
2015-11-22,LAL,POR,93,107
2015-11-22,LAC,TOR,80,91
2015-11-22,OKC,DAL,117,114
2015-11-22,BKN,BOS,111,101
2015-11-22,DEN,GSW,105,118
2015-11-22,NOP,PHX,122,116
2015-11-23,CLE,ORL,117,103
2015-11-23,MIL,DET,109,88
2015-11-23,MIN,PHI,100,95
2015-11-23,MIA,NYK,95,78
2015-11-23,CHA,SAC,127,122
2015-11-23,SAS,PHX,98,84
2015-11-23,UTA,OKC,89,111
2015-11-24,ATL,BOS,121,97
2015-11-24,WAS,IND,106,123
2015-11-24,POR,CHI,88,93
2015-11-24,DEN,LAC,94,111
2015-11-24,GSW,LAL,111,77
2015-11-24,MEM,DAL,110,96
2015-11-25,HOU,MEM,93,102
2015-11-25,PHX,NOP,114,120
2015-11-25,CHA,WAS,101,87
2015-11-25,MIN,ATL,99,95
2015-11-25,ORL,NYK,100,91
2015-11-25,OKC,BKN,110,99
2015-11-25,MIL,SAC,118,129
2015-11-25,BOS,PHI,84,80
2015-11-25,SAS,DAL,88,83
2015-11-25,DET,MIA,104,81
2015-11-25,TOR,CLE,103,99
2015-11-25,LAC,UTA,91,102
2015-11-27,BOS,WAS,111,78
2015-11-27,SAC,MIN,91,101
2015-11-27,OKC,DET,103,87
2015-11-27,HOU,PHI,116,114
2015-11-27,PHX,GSW,116,135
2015-11-27,IND,CHI,104,92
2015-11-27,LAC,NOP,111,90
2015-11-27,DEN,SAS,80,91
2015-11-27,NYK,MIA,78,97
2015-11-27,ORL,MIL,114,90
2015-11-27,CHA,CLE,90,95
2015-11-27,MEM,ATL,101,116
2015-11-28,DAL,DEN,92,81
2015-11-28,SAS,ATL,108,88
2015-11-28,UTA,NOP,101,87
2015-11-28,CLE,BKN,90,88
2015-11-28,POR,LAL,108,96
2015-11-28,GSW,SAC,120,101
2015-11-28,WAS,TOR,82,84
2015-11-29,NYK,HOU,111,116
2015-11-29,TOR,PHX,102,107
2015-11-29,CHA,MIL,87,82
2015-11-29,MEM,PHI,92,84
2015-11-29,ORL,BOS,110,91
2015-11-29,LAL,IND,103,107
2015-11-29,LAC,MIN,107,99
2015-11-29,BKN,DET,87,83
2015-11-30,ATL,OKC,106,100
2015-11-30,MIA,BOS,95,105
2015-11-30,CHI,SAS,92,89
2015-11-30,UTA,GSW,103,106
2015-11-30,MIL,DEN,92,74
2015-11-30,LAC,POR,102,87
2015-11-30,DET,HOU,116,105
2015-11-30,SAC,DAL,112,98
2015-12-01,POR,DAL,112,115
2015-12-01,NOP,MEM,104,113
2015-12-01,BKN,PHX,94,91
2015-12-01,PHI,LAL,103,91
2015-12-01,MIN,ORL,93,96
2015-12-01,CLE,WAS,85,97
2015-12-02,CHA,GSW,99,116
2015-12-02,LAC,IND,91,103
2015-12-02,WAS,LAL,104,108
2015-12-02,CHI,DEN,99,90
2015-12-02,HOU,NOP,108,101
2015-12-02,NYK,PHI,99,87
2015-12-02,SAS,MIL,95,70
2015-12-02,DET,PHX,127,122
2015-12-02,ATL,TOR,86,96
2015-12-03,MIA,OKC,97,95
2015-12-03,TOR,DEN,105,106
2015-12-03,UTA,ORL,94,103
2015-12-03,POR,IND,123,111
2015-12-03,SAC,BOS,97,114
2015-12-03,MEM,SAS,83,103
2015-12-04,DAL,HOU,96,100
2015-12-04,WAS,PHX,109,106
2015-12-04,NOP,CLE,114,108
2015-12-04,DET,MIL,102,95
2015-12-04,NYK,BKN,108,91
2015-12-04,ATL,LAL,100,87
2015-12-05,MIA,CLE,99,84
2015-12-05,CHI,CHA,96,102
2015-12-05,TOR,GSW,109,112
2015-12-05,LAC,ORL,103,101
2015-12-05,HOU,SAC,120,113
2015-12-05,UTA,IND,122,119
2015-12-05,MIN,POR,103,109
2015-12-05,PHI,DEN,105,108
2015-12-05,MIL,NYK,106,91
2015-12-05,SAS,BOS,108,105
2015-12-06,DET,LAL,111,91
2015-12-06,WAS,DAL,104,116
2015-12-06,MEM,PHX,95,93
2015-12-06,OKC,SAC,98,95
2015-12-06,BKN,GSW,98,114
2015-12-07,NYK,DAL,97,104
2015-12-07,MIN,LAC,106,110
2015-12-07,NOP,BOS,93,111
2015-12-07,MIA,WAS,103,114
2015-12-07,PHI,SAS,68,119
2015-12-07,CHA,DET,104,84
2015-12-07,TOR,LAL,102,93
2015-12-07,CHI,PHX,101,103
2015-12-07,MIL,POR,90,88
2015-12-08,SAC,UTA,114,106
2015-12-08,MEM,OKC,88,125
2015-12-08,IND,GSW,123,131
2015-12-08,BKN,HOU,110,105
2015-12-08,DEN,ORL,74,85
2015-12-08,CLE,POR,105,100
2015-12-09,TOR,SAS,97,94
2015-12-09,MIL,LAC,95,109
2015-12-09,WAS,HOU,103,109
2015-12-09,PHX,ORL,107,104
2015-12-09,DET,MEM,92,93
2015-12-09,UTA,NYK,106,85
2015-12-09,BOS,CHI,105,100
2015-12-09,DAL,ATL,95,98
2015-12-09,MIN,LAL,123,122
2015-12-09,CHA,MIA,99,81
2015-12-10,OKC,ATL,107,94
2015-12-10,CHI,LAC,83,80
2015-12-10,BKN,PHI,100,91
2015-12-10,SAC,NYK,99,97
2015-12-11,NOP,WAS,107,105
2015-12-11,MEM,CHA,99,123
2015-12-11,IND,MIA,96,83
2015-12-11,PHX,POR,96,106
2015-12-11,UTA,OKC,90,94
2015-12-11,TOR,MIL,90,83
2015-12-11,ORL,CLE,76,111
2015-12-11,DEN,MIN,111,108
2015-12-11,SAS,LAL,109,87
2015-12-11,PHI,DET,95,107
2015-12-11,BOS,GSW,119,124
2015-12-12,POR,NYK,110,112
2015-12-12,HOU,LAL,126,97
2015-12-12,BKN,LAC,100,105
2015-12-12,DAL,WAS,111,114
2015-12-12,DET,IND,118,96
2015-12-12,CHA,BOS,93,98
2015-12-12,ATL,SAS,78,103
2015-12-12,MIL,GSW,108,95
2015-12-12,CHI,NOP,98,94
2015-12-13,TOR,PHI,96,76
2015-12-13,OKC,UTA,104,98
2015-12-13,MIA,MEM,100,97
2015-12-13,PHX,MIN,108,101
2015-12-14,DET,LAC,103,105
2015-12-14,DAL,PHX,104,94
2015-12-14,SAS,UTA,118,81
2015-12-14,CHI,PHI,115,96
2015-12-14,POR,NOP,105,101
2015-12-14,BKN,ORL,82,105
2015-12-14,DEN,HOU,114,108
2015-12-14,ATL,MIA,88,100
2015-12-14,IND,TOR,106,90
2015-12-14,MEM,WAS,112,95
2015-12-15,LAL,MIL,113,95
2015-12-15,SAC,HOU,107,97
2015-12-15,BOS,CLE,77,89
2015-12-15,MIN,DEN,100,112
2015-12-16,IND,DAL,107,81
2015-12-16,GSW,PHX,128,103
2015-12-16,CHI,MEM,98,85
2015-12-16,ORL,CHA,113,98
2015-12-16,LAC,MIL,103,90
2015-12-16,SAS,WAS,114,95
2015-12-16,NYK,MIN,107,102
2015-12-16,UTA,NOP,94,104
2015-12-16,BKN,MIA,98,104
2015-12-16,ATL,PHI,127,106
2015-12-16,OKC,POR,106,90
2015-12-16,DET,BOS,119,116
2015-12-17,CLE,OKC,104,100
2015-12-17,CHA,TOR,109,99
2015-12-17,LAL,HOU,87,107
2015-12-18,ORL,POR,102,94
2015-12-18,PHX,NOP,104,88
2015-12-18,BOS,ATL,101,109
2015-12-18,PHI,NYK,97,107
2015-12-18,MIA,TOR,94,108
2015-12-18,IND,BKN,104,97
2015-12-18,DAL,MEM,97,88
2015-12-18,GSW,MIL,121,112
2015-12-18,MIN,SAC,99,95
2015-12-18,SAS,LAC,115,107
2015-12-18,UTA,DEN,97,88
2015-12-18,CHI,DET,144,147
2015-12-19,WAS,CHA,109,101
2015-12-19,NYK,CHI,107,91
2015-12-19,MEM,IND,96,84
2015-12-19,HOU,LAC,107,97
2015-12-19,OKC,LAL,118,78
2015-12-20,ORL,ATL,100,103
2015-12-20,MIA,POR,116,109
2015-12-20,CLE,PHI,108,86
2015-12-20,BKN,MIN,85,100
2015-12-20,PHX,MIL,95,101
2015-12-20,TOR,SAC,94,104
2015-12-20,DEN,NOP,125,130
2015-12-21,BOS,MIN,113,99
2015-12-21,SAS,IND,106,92
2015-12-21,NYK,ORL,99,107
2015-12-21,ATL,POR,106,97
2015-12-21,WAS,SAC,113,99
2015-12-21,LAC,OKC,99,100
2015-12-21,HOU,CHA,102,95
2015-12-21,UTA,PHX,110,89
2015-12-21,CHI,BKN,102,105
2015-12-22,DEN,LAL,107,111
2015-12-22,PHI,MEM,90,104
2015-12-22,MIA,DET,92,93
2015-12-22,TOR,DAL,103,99
2015-12-23,BKN,DAL,118,119
2015-12-23,LAL,OKC,85,120
2015-12-23,ORL,HOU,104,101
2015-12-23,MIN,SAS,83,108
2015-12-23,ATL,DET,107,100
2015-12-23,GSW,UTA,103,85
2015-12-23,MIL,PHI,113,100
2015-12-23,CLE,NYK,91,84
2015-12-23,IND,SAC,106,108
2015-12-23,PHX,DEN,96,104
2015-12-23,CHA,BOS,89,102
2015-12-23,NOP,POR,115,89
2015-12-23,WAS,MEM,100,91
2015-12-25,GSW,CLE,89,83
2015-12-25,MIA,NOP,94,88
2015-12-25,OKC,CHI,96,105
2015-12-25,HOU,SAS,88,84
2015-12-25,LAL,LAC,84,94
2015-12-26,ORL,MIA,101,108
2015-12-26,NOP,HOU,110,108
2015-12-26,BKN,WAS,96,111
2015-12-26,PHX,PHI,104,111
2015-12-26,CHA,MEM,98,92
2015-12-26,POR,CLE,105,76
2015-12-26,MIN,IND,88,102
2015-12-26,MIL,TOR,90,111
2015-12-26,DET,BOS,93,99
2015-12-26,SAS,DEN,101,86
2015-12-26,UTA,LAC,104,109
2015-12-26,ATL,NYK,117,98
2015-12-26,DAL,CHI,118,111
2015-12-27,OKC,DEN,122,112
2015-12-27,BOS,NYK,100,91
2015-12-27,MEM,LAL,112,96
2015-12-27,SAC,POR,94,98
2015-12-28,PHX,CLE,97,101
2015-12-28,DAL,MIL,103,93
2015-12-28,IND,ATL,93,87
2015-12-28,CHA,LAL,108,98
2015-12-28,CHI,TOR,104,97
2015-12-28,WAS,LAC,91,108
2015-12-28,MIA,BKN,105,111
2015-12-28,ORL,NOP,104,89
2015-12-28,GSW,SAC,122,103
2015-12-28,SAS,MIN,101,95
2015-12-28,UTA,PHI,95,91
2015-12-29,DEN,CLE,87,93
2015-12-29,OKC,MIL,131,123
2015-12-29,HOU,ATL,115,121
2015-12-29,MEM,MIA,99,90
2015-12-29,NYK,DET,108,96
2015-12-30,DAL,GSW,114,91
2015-12-30,MIN,UTA,94,80
2015-12-30,CHA,LAC,117,122
2015-12-30,SAC,PHI,105,110
2015-12-30,TOR,WAS,94,91
2015-12-30,POR,DEN,110,103
2015-12-30,SAS,PHX,112,79
2015-12-30,BOS,LAL,104,112
2015-12-30,ORL,BKN,100,93
2015-12-30,CHI,IND,102,100
2015-12-31,DET,MIN,115,90
2015-12-31,HOU,GSW,110,114
2015-12-31,OKC,PHX,110,106
2015-12-31,IND,MIL,116,120
2015-12-31,UTA,POR,109,96
2015-12-31,NOP,LAC,89,95
2016-01-01,TOR,CHA,104,94
2016-01-01,WAS,ORL,103,91
2016-01-01,MIA,DAL,106,82
2016-01-01,CHI,NYK,108,81
2016-01-01,LAL,PHI,93,84
2016-01-02,MIN,MIL,85,95
2016-01-02,SAC,PHX,142,119
2016-01-02,DAL,NOP,98,105
2016-01-02,CHA,OKC,90,109
2016-01-02,LAC,PHI,130,99
2016-01-02,CLE,ORL,104,79
2016-01-02,IND,DET,94,82
2016-01-02,GSW,DEN,111,108
2016-01-02,SAS,HOU,121,103
2016-01-02,UTA,MEM,92,87
2016-01-02,BOS,BKN,97,100
2016-01-03,LAL,PHX,97,77
2016-01-03,DEN,POR,106,112
2016-01-03,NYK,ATL,111,97
2016-01-03,TOR,CHI,113,115
2016-01-03,WAS,MIA,75,97
2016-01-04,CLE,TOR,122,100
2016-01-04,GSW,CHA,111,101
2016-01-04,BKN,BOS,94,103
2016-01-04,MIA,IND,103,100
2016-01-04,POR,MEM,78,91
2016-01-04,DET,ORL,115,89
2016-01-04,MIL,SAS,98,123
2016-01-04,UTA,HOU,91,93
2016-01-04,OKC,SAC,104,116
2016-01-04,PHI,MIN,109,99
2016-01-05,ATL,NYK,101,107
2016-01-05,CHI,MIL,117,106
2016-01-05,LAL,GSW,88,109
2016-01-05,DAL,SAC,117,116
2016-01-06,OKC,MEM,112,94
2016-01-06,BOS,DET,94,99
2016-01-06,WAS,CLE,115,121
2016-01-06,NOP,DAL,91,100
2016-01-06,MIA,NYK,90,98
2016-01-06,SAS,UTA,123,98
2016-01-06,PHX,CHA,111,102
2016-01-06,BKN,TOR,74,91
2016-01-06,MIN,DEN,74,78
2016-01-06,ORL,IND,86,95
2016-01-06,POR,LAC,98,109
2016-01-07,HOU,UTA,103,94
2016-01-07,SAC,LAL,118,115
2016-01-07,PHI,ATL,98,126
2016-01-07,CHI,BOS,101,92
2016-01-08,WAS,TOR,88,97
2016-01-08,PHX,MIA,95,103
2016-01-08,MEM,DEN,91,84
2016-01-08,SAS,NYK,100,99
2016-01-08,BKN,ORL,77,83
2016-01-08,NOP,IND,86,91
2016-01-08,MIL,DAL,96,95
2016-01-08,LAL,OKC,113,117
2016-01-08,POR,GSW,108,128
2016-01-08,MIN,CLE,99,125
2016-01-09,SAC,GSW,116,128
2016-01-09,DET,BKN,103,89
2016-01-09,LAC,CHA,97,83
2016-01-09,PHI,TOR,95,108
2016-01-09,ATL,CHI,120,105
2016-01-09,ORL,WAS,99,105
2016-01-09,UTA,MIA,98,83
2016-01-10,MIN,DAL,87,93
2016-01-10,POR,OKC,115,110
2016-01-10,PHI,CLE,85,95
2016-01-10,LAL,UTA,74,86
2016-01-10,MEM,BOS,101,98
2016-01-10,LAC,NOP,114,111
2016-01-10,DEN,CHA,95,92
2016-01-10,NYK,MIL,100,88
2016-01-10,HOU,IND,107,103
2016-01-11,GSW,MIA,111,103
2016-01-11,BKN,SAS,79,106
2016-01-11,CHI,WAS,100,114
2016-01-12,DAL,CLE,107,110
2016-01-12,MIL,CHI,106,101
2016-01-12,MIN,OKC,96,101
2016-01-12,DET,SAS,99,109
2016-01-12,LAL,NOP,95,91
2016-01-12,NYK,BOS,120,114
2016-01-12,IND,PHX,116,97
2016-01-12,MEM,HOU,91,107
2016-01-13,OKC,DAL,108,89
2016-01-13,BKN,NYK,110,104
2016-01-13,DEN,GSW,112,110
2016-01-13,WAS,MIL,106,101
2016-01-13,SAC,NOP,97,109
2016-01-13,HOU,MIN,107,104
2016-01-13,CHA,ATL,107,84
2016-01-13,LAC,MIA,104,90
2016-01-13,POR,UTA,99,85
2016-01-13,BOS,IND,103,94
2016-01-14,GSW,LAL,116,98
2016-01-14,ORL,TOR,103,106
2016-01-14,SAS,CLE,99,95
2016-01-14,MEM,DET,103,101
2016-01-14,PHI,CHI,111,115
2016-01-14,UTA,SAC,101,103
2016-01-15,DEN,MIA,95,98
2016-01-15,HOU,CLE,77,91
2016-01-15,BKN,POR,104,116
2016-01-15,BOS,PHX,117,103
2016-01-15,OKC,MIN,113,93
2016-01-15,IND,WAS,104,118
2016-01-15,NOP,CHA,109,107
2016-01-15,CHI,DAL,77,83
2016-01-15,MIL,ATL,108,101
2016-01-16,DET,GSW,113,95
2016-01-16,WAS,BOS,117,119
2016-01-16,ATL,BKN,114,86
2016-01-16,CHA,MIL,92,105
2016-01-16,PHI,POR,114,89
2016-01-16,LAC,SAC,103,110
2016-01-16,MEM,NYK,103,95
2016-01-16,UTA,LAL,109,82
2016-01-17,SAS,DAL,112,83
2016-01-17,LAL,HOU,95,112
2016-01-17,OKC,MIA,99,74
2016-01-17,DEN,IND,129,126
2016-01-17,MIN,PHX,117,87
2016-01-18,WAS,POR,98,108
2016-01-18,NYK,PHI,119,113
2016-01-18,LAC,HOU,140,132
2016-01-18,CLE,GSW,98,132
2016-01-18,TOR,BKN,112,100
2016-01-18,CHA,UTA,124,119
2016-01-18,DET,CHI,101,111
2016-01-18,DAL,BOS,118,113
2016-01-18,MEM,NOP,101,99
2016-01-18,ATL,ORL,98,81
2016-01-19,MIA,MIL,79,91
2016-01-19,PHX,IND,94,97
2016-01-19,NOP,MIN,114,99
2016-01-19,DEN,OKC,104,110
2016-01-20,NYK,UTA,118,111
2016-01-20,BKN,CLE,78,91
2016-01-20,WAS,MIA,106,87
2016-01-20,OKC,CHA,109,95
2016-01-20,TOR,BOS,115,109
2016-01-20,DAL,MIN,106,94
2016-01-20,LAL,SAC,93,112
2016-01-20,HOU,DET,114,123
2016-01-20,CHI,GSW,94,125
2016-01-20,ORL,PHI,87,96
2016-01-20,POR,ATL,98,104
2016-01-21,DEN,MEM,101,102
2016-01-21,CLE,LAC,115,102
2016-01-21,SAC,ATL,91,88
2016-01-21,PHX,SAS,89,117
2016-01-21,NOP,DET,115,99
2016-01-22,BKN,UTA,86,108
2016-01-22,NYK,LAC,88,116
2016-01-22,HOU,MIL,102,98
2016-01-22,DAL,OKC,106,109
2016-01-22,BOS,CHI,110,101
2016-01-22,GSW,IND,122,110
2016-01-22,LAL,SAS,95,108
2016-01-22,ORL,CHA,116,120
2016-01-22,TOR,MIA,101,81
2016-01-23,DEN,DET,104,101
2016-01-23,POR,LAL,121,103
2016-01-23,CLE,CHI,83,96
2016-01-23,SAC,IND,108,97
2016-01-23,CHA,NYK,97,84
2016-01-23,PHX,ATL,98,95
2016-01-23,NOP,MIL,116,99
2016-01-23,MIN,MEM,106,101
2016-01-24,TOR,LAC,112,94
2016-01-24,PHI,BOS,92,112
2016-01-24,BKN,OKC,116,106
2016-01-24,HOU,DAL,115,104
2016-01-25,CHI,MIA,84,89
2016-01-25,DEN,ATL,105,119
2016-01-25,WAS,BOS,91,116
2016-01-25,CLE,MIN,114,107
2016-01-25,MEM,ORL,108,102
2016-01-25,SAC,CHA,128,129
2016-01-25,NOP,HOU,111,112
2016-01-25,UTA,DET,92,95
2016-01-25,GSW,SAS,120,90
2016-01-26,IND,LAC,89,91
2016-01-26,PHI,PHX,113,103
2016-01-26,LAL,DAL,90,92
2016-01-26,NYK,OKC,122,128
2016-01-26,TOR,WAS,106,89
2016-01-26,POR,SAC,112,97
2016-01-26,MIL,ORL,107,100
2016-01-26,BKN,MIA,98,102
2016-01-27,SAS,HOU,130,99
2016-01-27,GSW,DAL,127,107
2016-01-27,DET,PHI,110,97
2016-01-27,ATL,LAC,83,85
2016-01-27,BOS,DEN,111,103
2016-01-27,CLE,PHX,115,93
2016-01-27,MIN,OKC,123,126
2016-01-27,UTA,CHA,102,73
2016-01-28,MEM,MIL,103,83
2016-01-28,TOR,NYK,103,93
2016-01-28,WAS,DEN,113,117
2016-01-28,NOP,SAC,114,105
2016-01-28,IND,ATL,111,92
2016-01-28,LAL,CHI,91,114
2016-01-29,NYK,PHX,102,84
2016-01-29,POR,CHA,109,91
2016-01-29,UTA,MIN,103,90
2016-01-29,OKC,HOU,116,108
2016-01-29,DAL,BKN,91,79
2016-01-29,DET,CLE,106,114
2016-01-29,BOS,ORL,113,94
2016-01-29,MIL,MIA,103,107
2016-01-29,LAC,LAL,105,93
2016-01-30,CLE,SAS,117,103
2016-01-30,IND,DEN,109,105
2016-01-30,TOR,DET,111,107
2016-01-30,PHI,GSW,105,108
2016-01-30,HOU,WAS,122,123
2016-01-30,MEM,SAC,121,117
2016-01-30,NOP,BKN,105,103
2016-01-31,MIA,ATL,105,87
2016-01-31,LAC,CHI,120,93
2016-01-31,ORL,BOS,119,114
2016-01-31,LAL,CHA,82,101
2016-01-31,NYK,GSW,95,116
2016-01-31,POR,MIN,96,93
2016-01-31,DAL,PHX,91,78
2016-02-01,IND,CLE,106,111
2016-02-01,DEN,TOR,112,93
2016-02-01,BKN,DET,100,105
2016-02-01,NOP,MEM,95,110
2016-02-01,SAC,MIL,111,104
2016-02-01,ATL,DAL,112,97
2016-02-01,UTA,CHI,105,96
2016-02-01,OKC,WAS,114,98
2016-02-01,SAS,ORL,107,92
2016-02-02,POR,MIL,107,95
2016-02-02,LAL,MIN,119,115
2016-02-02,PHX,TOR,97,104
2016-02-02,HOU,MIA,115,102
2016-02-02,NYK,BOS,89,97
2016-02-03,PHI,ATL,86,124
2016-02-03,BOS,DET,102,95
2016-02-03,CHA,CLE,106,97
2016-02-03,UTA,DEN,85,81
2016-02-03,SAC,CHI,102,107
2016-02-03,BKN,IND,100,114
2016-02-03,SAS,NOP,110,97
2016-02-03,LAC,MIN,102,108
