date,home_team,visitor_team,home_team_score,visitor_team_score
2022-10-26,NYK,CHA,134,131
2022-10-26,DEN,LAL,110,99
2022-10-26,MIL,BKN,110,99
2022-10-26,TOR,PHI,119,109
2022-10-26,MIN,SAS,134,122
2022-10-26,POR,MIA,98,119
2022-10-26,DET,ATL,113,118
2022-10-26,UTA,HOU,109,101
2022-10-27,SAC,MEM,110,125
2022-10-27,BKN,DAL,125,129
2022-10-27,GSW,MIA,123,110
2022-10-27,OKC,LAC,118,110
2022-10-28,MIN,LAL,111,102
2022-10-28,BOS,CLE,123,132
2022-10-28,DET,ATL,112,136
2022-10-28,TOR,PHI,90,112
2022-10-28,POR,HOU,125,111
2022-10-28,SAS,CHI,129,124
2022-10-28,DEN,UTA,117,101
2022-10-28,WAS,IND,117,127
2022-10-28,MIL,NYK,119,108
2022-10-28,PHX,NOP,124,111
2022-10-28,ORL,CHA,113,93
2022-10-29,DAL,OKC,111,117
2022-10-29,CHA,GSW,120,113
2022-10-29,CHI,PHI,109,114
2022-10-29,SAC,MIA,119,113
2022-10-29,UTA,MEM,124,123
2022-10-29,MIL,ATL,123,115
2022-10-29,BKN,IND,116,125
2022-10-30,SAS,MIN,107,98
2022-10-30,LAL,DEN,121,110
2022-10-30,LAC,NOP,91,112
2022-10-30,DAL,ORL,114,105
2022-10-30,PHX,HOU,124,109
2022-10-30,DET,GSW,128,114
2022-10-30,CLE,NYK,121,108
2022-10-30,BOS,WAS,112,94
2022-10-31,WAS,PHI,111,118
2022-10-31,BKN,IND,116,109
2022-10-31,TOR,ATL,139,109
2022-10-31,LAC,HOU,95,93
2022-10-31,UTA,MEM,121,105
2022-10-31,MIL,DET,110,108
2022-10-31,CHA,SAC,108,115
2022-11-01,OKC,ORL,116,108
2022-11-01,PHX,MIN,116,107
2022-11-01,MIA,GSW,116,109
2022-11-01,BKN,CHI,99,108
2022-11-02,MIA,SAC,110,107
2022-11-02,NYK,ATL,99,112
2022-11-02,MIL,DET,116,91
2022-11-02,LAL,NOP,120,117
2022-11-02,POR,MEM,106,111
2022-11-02,DAL,UTA,103,100
2022-11-02,CLE,BOS,114,113
2022-11-02,CHI,CHA,106,88
2022-11-02,SAS,TOR,100,143
2022-11-02,HOU,LAC,101,109
2022-11-02,PHI,WAS,111,121
2022-11-03,OKC,DEN,110,122
2022-11-03,ORL,GSW,130,129
2022-11-04,DAL,TOR,111,110
2022-11-04,MEM,CHA,130,99
2022-11-04,DET,CLE,88,112
2022-11-04,WAS,BKN,86,128
2022-11-04,IND,MIA,101,99
2022-11-04,PHX,POR,106,108
2022-11-04,MIN,MIL,102,115
2022-11-04,LAL,UTA,116,130
2022-11-04,BOS,CHI,123,119
2022-11-04,NOP,GSW,114,105
2022-11-04,SAS,LAC,106,113
2022-11-04,PHI,NYK,104,106
2022-11-05,MIL,OKC,108,94
2022-11-05,PHX,POR,102,82
2022-11-05,ATL,NOP,124,121
2022-11-05,DEN,SAS,126,101
2022-11-05,CHA,BKN,94,98
2022-11-05,ORL,SAC,123,126
2022-11-05,MIN,HOU,129,117
2022-11-05,NYK,BOS,118,133
2022-11-06,LAC,UTA,102,110
2022-11-06,LAL,CLE,100,114
2022-11-06,MEM,WAS,103,97
2022-11-06,TOR,CHI,113,104
2022-11-07,DET,OKC,112,103
2022-11-07,PHI,PHX,100,88
2022-11-07,CHA,WAS,100,108
2022-11-07,UTA,LAL,139,116
2022-11-07,ATL,MIL,117,98
2022-11-07,SAS,DEN,109,115
2022-11-07,CHI,TOR,111,97
2022-11-07,DAL,BKN,96,94
2022-11-07,MIA,POR,107,110
2022-11-07,IND,NOP,129,122
2022-11-07,MIN,NYK,107,120
2022-11-07,GSW,SAC,116,113
2022-11-07,LAC,CLE,119,117
2022-11-07,MEM,BOS,106,109
2022-11-07,ORL,HOU,127,134
2022-11-09,MIN,PHX,117,129
2022-11-09,TOR,HOU,116,109
2022-11-09,SAC,CLE,127,120
2022-11-09,BKN,NYK,112,85
2022-11-09,CHA,POR,95,105
2022-11-09,BOS,DET,128,112
2022-11-09,SAS,MEM,122,124
2022-11-09,ORL,DAL,94,87
2022-11-09,OKC,MIL,132,136
2022-11-09,ATL,UTA,119,125
2022-11-09,LAC,LAL,114,101
2022-11-09,IND,DEN,119,122
2022-11-09,CHI,NOP,111,115
2022-11-10,WAS,DAL,113,105
2022-11-10,NOP,POR,95,106
2022-11-10,MIA,CHA,117,112
2022-11-10,ATL,PHI,104,95
2022-11-11,ORL,PHX,114,97
2022-11-11,BOS,DEN,131,112
2022-11-11,MEM,MIN,114,103
2022-11-11,OKC,TOR,132,113
2022-11-11,GSW,CLE,106,101
2022-11-11,LAL,SAC,114,120
2022-11-11,NYK,DET,121,112
2022-11-11,SAS,MIL,111,93
2022-11-12,PHI,ATL,121,109
2022-11-12,LAC,BKN,95,110
2022-11-12,DET,BOS,108,117
2022-11-12,NOP,HOU,119,106
2022-11-12,MIA,CHA,132,115
2022-11-12,IND,TOR,118,104
2022-11-12,DAL,POR,117,112
2022-11-12,WAS,UTA,121,112
2022-11-13,CLE,MIN,124,129
2022-11-13,SAC,GSW,122,115
2022-11-13,CHI,DEN,103,126
2022-11-13,WAS,MEM,102,92
2022-11-13,NYK,OKC,135,145
2022-11-13,PHI,UTA,105,98
2022-11-13,LAL,BKN,116,103
2022-11-14,MIA,PHX,113,112
2022-11-14,DET,TOR,111,115
2022-11-14,GSW,SAS,132,95
2022-11-14,HOU,LAC,106,122
2022-11-14,BOS,OKC,126,122
2022-11-14,MIL,ATL,106,121
2022-11-14,ORL,CHA,105,112
2022-11-15,POR,SAS,117,110
2022-11-15,NOP,MEM,113,102
2022-11-15,SAC,BKN,153,121
2022-11-15,UTA,NYK,111,118
2022-11-15,DAL,LAC,103,101
2022-11-16,DEN,NYK,103,106
2022-11-16,WAS,OKC,120,121
2022-11-16,CHA,IND,113,125
2022-11-16,DAL,HOU,92,101
2022-11-16,NOP,CHI,124,110
2022-11-16,TOR,MIA,112,104
2022-11-16,ATL,BOS,101,126
2022-11-16,MIL,CLE,113,98
2022-11-16,PHX,GSW,130,119
2022-11-16,ORL,MIN,108,126
2022-11-17,LAC,DET,96,91
2022-11-17,POR,BKN,107,109
2022-11-17,SAC,SAS,130,112
2022-11-18,CHI,ORL,107,108
2022-11-18,PHI,MIL,110,102
2022-11-18,WAS,MIA,107,106
2022-11-18,MEM,OKC,121,110
2022-11-18,LAL,DET,128,121
2022-11-18,NOP,BOS,109,117
2022-11-18,DAL,DEN,127,99
2022-11-18,GSW,NYK,111,101
2022-11-18,HOU,IND,91,99
2022-11-18,UTA,PHX,134,133
2022-11-18,CLE,CHA,132,122
2022-11-19,LAC,SAS,119,97
2022-11-19,IND,ORL,114,113
2022-11-19,POR,UTA,113,118
2022-11-19,ATL,TOR,124,122
2022-11-19,PHI,MIN,109,112
2022-11-20,SAC,DET,137,129
2022-11-20,DAL,DEN,97,98
2022-11-20,PHX,NYK,116,95
2022-11-20,BKN,MEM,127,115
2022-11-20,CLE,MIA,113,87
2022-11-20,LAL,SAS,123,92
2022-11-20,HOU,GSW,120,127
2022-11-20,WAS,CHA,106,102
2022-11-21,CHI,BOS,121,107
2022-11-21,OKC,NYK,119,129
2022-11-21,CLE,ATL,114,102
2022-11-21,MIL,POR,119,111
2022-11-21,LAC,UTA,121,114
2022-11-21,MIN,MIA,105,101
2022-11-21,NOP,GSW,128,83
2022-11-21,IND,ORL,123,102
2022-11-22,PHX,LAL,115,105
2022-11-22,PHI,BKN,115,106
2022-11-22,DEN,DET,108,110
2022-11-22,MEM,SAC,109,113
2022-11-23,TOR,BKN,98,112
2022-11-23,IND,MIN,101,115
2022-11-23,CHA,PHI,107,101
2022-11-23,BOS,DAL,125,112
2022-11-23,MIL,CHI,113,118
2022-11-23,UTA,DET,116,125
2022-11-23,OKC,DEN,126,131
2022-11-23,GSW,LAC,124,107
2022-11-23,ATL,SAC,115,106
2022-11-23,SAS,NOP,110,129
2022-11-23,MIA,WAS,113,105
2022-11-23,CLE,POR,114,96
2022-11-25,IND,BKN,128,117
2022-11-25,MEM,NOP,132,111
2022-11-25,LAC,DEN,104,114
2022-11-25,MIA,WAS,110,107
2022-11-25,ORL,PHI,99,107
2022-11-25,PHX,DET,108,102
2022-11-25,CHA,MIN,110,108
2022-11-25,GSW,UTA,129,118
2022-11-25,MIL,CLE,117,102
2022-11-25,SAS,LAL,94,105
2022-11-25,OKC,CHI,123,119
2022-11-25,HOU,ATL,128,122
2022-11-25,NYK,POR,129,132
2022-11-25,BOS,SAC,122,104
2022-11-26,PHX,UTA,113,112
2022-11-26,HOU,OKC,118,105
2022-11-26,SAS,LAL,138,143
2022-11-26,TOR,DAL,105,100
2022-11-27,BKN,POR,111,97
2022-11-27,BOS,WAS,130,121
2022-11-27,NYK,MEM,123,127
2022-11-27,ATL,MIA,98,106
2022-11-27,LAC,IND,114,100
2022-11-27,ORL,PHI,103,133
2022-11-27,MIN,GSW,114,137
2022-11-27,MIL,DAL,124,115
2022-11-27,DET,CLE,94,102
2022-11-28,LAL,IND,115,116
2022-11-28,NOP,OKC,105,101
2022-11-28,PHI,ATL,104,101
2022-11-28,BOS,CHA,140,105
2022-11-28,SAC,PHX,117,122
2022-11-28,UTA,CHI,107,114
2022-11-28,TOR,CLE,100,88
2022-11-28,DEN,HOU,129,113
2022-11-28,BKN,ORL,109,102
2022-11-28,WAS,MIN,142,127
2022-11-29,DET,NYK,110,140
2022-11-29,DAL,GSW,116,113
2022-11-29,POR,LAC,112,118
2022-11-30,CLE,PHI,113,85
2022-11-30,ORL,ATL,108,125
2022-11-30,MIN,MEM,109,101
2022-11-30,OKC,SAS,119,111
2022-11-30,UTA,LAC,125,112
2022-11-30,BKN,WAS,113,107
2022-11-30,BOS,MIA,134,121
2022-11-30,SAC,IND,137,114
2022-11-30,PHX,CHI,132,113
2022-11-30,NYK,MIL,103,109
2022-11-30,LAL,POR,128,109
2022-11-30,DEN,HOU,120,100
2022-11-30,NOP,TOR,126,108
2022-12-01,DET,DAL,131,125
2022-12-02,SAS,NOP,99,117
2022-12-02,UTA,IND,139,119
2022-12-02,BKN,TOR,114,105
2022-12-02,PHX,HOU,121,122
2022-12-02,GSW,CHI,119,111
2022-12-02,BOS,MIA,116,120
2022-12-02,ATL,DEN,117,109
2022-12-02,CHA,WAS,117,116
2022-12-02,MEM,PHI,117,109
2022-12-02,MIL,LAL,129,133
2022-12-02,CLE,ORL,107,96
2022-12-03,GSW,HOU,120,101
2022-12-03,UTA,POR,111,116
2022-12-03,LAC,SAC,96,123
2022-12-03,NYK,DAL,100,121
2022-12-03,TOR,ORL,121,108
2022-12-03,MIN,OKC,128,135
2022-12-03,CHA,MIL,96,105
2022-12-04,BKN,BOS,92,103
2022-12-04,WAS,LAL,119,130
2022-12-04,NOP,DEN,121,106
2022-12-04,DET,MEM,112,122
2022-12-04,SAC,CHI,110,101
2022-12-04,POR,IND,116,100
2022-12-04,NYK,CLE,92,81
2022-12-04,SAS,PHX,95,133
2022-12-05,HOU,PHI,132,123
2022-12-05,CHA,LAC,117,119
2022-12-05,MEM,MIA,101,93
2022-12-05,GSW,IND,104,112
2022-12-05,DAL,PHX,130,111
2022-12-05,TOR,BOS,110,116
2022-12-05,ATL,OKC,114,121
2022-12-05,ORL,MIL,102,109
2022-12-06,DEN,DAL,115,116
2022-12-06,MIA,DET,96,116
2022-12-06,CLE,LAL,116,102
2022-12-07,TOR,LAL,126,113
2022-12-07,NYK,ATL,113,89
2022-12-07,MIN,IND,121,115
2022-12-07,CHI,WAS,115,111
2022-12-07,PHX,BOS,98,125
2022-12-07,MIL,SAC,126,113
2022-12-07,UTA,GSW,124,123
2022-12-07,NOP,DET,104,98
2022-12-07,MEM,OKC,123,102
2022-12-07,BKN,CHA,122,116
2022-12-07,ORL,LAC,116,111
2022-12-08,SAS,HOU,118,109
2022-12-08,MIA,LAC,115,110
2022-12-08,POR,DEN,120,121
2022-12-09,MEM,DET,114,103
2022-12-09,PHI,LAL,133,122
2022-12-09,CHA,NYK,102,121
2022-12-09,BKN,ATL,120,116
2022-12-09,ORL,TOR,113,109
2022-12-09,DAL,MIL,105,106
2022-12-09,NOP,PHX,128,117
2022-12-09,UTA,MIN,108,118
2022-12-09,CLE,SAC,95,106
2022-12-09,IND,WAS,121,111
2022-12-10,CLE,OKC,110,102
2022-12-10,GSW,BOS,123,107
2022-12-10,MIA,SAS,111,115
2022-12-10,CHI,DAL,144,115
2022-12-10,WAS,LAC,107,114
2022-12-10,DEN,UTA,115,110
2022-12-10,POR,MIN,124,118
2022-12-10,IND,BKN,133,136
2022-12-11,DET,LAL,117,124
2022-12-11,PHI,CHA,131,113
2022-12-11,ORL,TOR,111,99
2022-12-11,ATL,CHI,123,122
2022-12-11,HOU,MIL,97,92
2022-12-11,NYK,SAC,112,99
2022-12-11,NOP,PHX,129,124
2022-12-12,MEM,ATL,128,103
2022-12-12,DAL,OKC,121,114
2022-12-12,POR,MIN,133,112
2022-12-12,WAS,BKN,100,112
2022-12-12,LAC,BOS,113,93
2022-12-12,SAS,CLE,112,111
2022-12-12,IND,MIA,82,87
2022-12-13,UTA,NOP,121,100
2022-12-13,LAL,BOS,118,122
2022-12-13,MIL,GSW,128,111
2022-12-13,HOU,PHX,111,97
2022-12-13,PHI,SAC,123,103
2022-12-14,ORL,ATL,135,124
2022-12-14,CHI,NYK,120,128
2022-12-14,DAL,CLE,90,105
2022-12-14,OKC,MIA,108,110
2022-12-14,LAC,MIN,99,88
2022-12-14,DEN,WAS,141,128
2022-12-14,TOR,SAC,123,124
2022-12-14,SAS,POR,112,128
2022-12-14,IND,GSW,125,119
2022-12-14,CHA,DET,134,141
2022-12-15,UTA,NOP,132,129
2022-12-15,HOU,MIA,108,111
2022-12-15,LAC,PHX,95,111
2022-12-15,MEM,MIL,142,101
2022-12-16,CLE,IND,118,112
2022-12-16,TOR,BKN,116,119
2022-12-16,CHA,ATL,106,125
2022-12-16,PHI,GSW,118,106
2022-12-16,LAL,DEN,126,108
2022-12-16,CHI,NYK,91,114
2022-12-16,OKC,MIN,110,112
2022-12-16,DAL,POR,130,110
2022-12-16,BOS,ORL,109,117
2022-12-16,DET,SAC,113,122
2022-12-17,PHX,NOP,118,114
2022-12-17,HOU,POR,95,107
2022-12-17,LAC,WAS,102,93
2022-12-17,MIL,UTA,123,97
2022-12-17,CLE,DAL,100,99
2022-12-17,OKC,MEM,115,109
2022-12-17,SAS,MIA,101,111
2022-12-18,DET,BKN,121,124
2022-12-18,LAL,WAS,119,117
2022-12-18,BOS,ORL,92,95
2022-12-18,DEN,CHA,119,115
2022-12-18,MIN,CHI,150,126
2022-12-18,TOR,GSW,110,126
2022-12-18,IND,NYK,106,109
2022-12-19,OKC,POR,123,121
2022-12-19,ATL,ORL,126,125
2022-12-19,CLE,UTA,122,99
2022-12-19,NOP,MIL,119,128
2022-12-19,SAC,CHA,119,125
2022-12-19,HOU,SAS,105,124
2022-12-19,PHX,LAL,130,104
2022-12-19,MIN,DAL,116,106
2022-12-19,PHI,TOR,104,101
2022-12-20,DEN,MEM,105,91
2022-12-20,DET,UTA,111,126
2022-12-20,PHX,WAS,110,113
2022-12-20,NYK,GSW,132,94
2022-12-20,MIA,CHI,103,113
2022-12-21,ATL,CHI,108,110
2022-12-21,BKN,GSW,143,113
2022-12-21,CLE,MIL,114,106
2022-12-21,HOU,ORL,110,116
2022-12-21,LAC,CHA,126,105
2022-12-21,OKC,POR,101,98
2022-12-21,MIN,DAL,99,104
2022-12-21,NYK,TOR,106,113
2022-12-21,BOS,IND,112,117
2022-12-21,SAC,LAL,134,120
2022-12-21,PHI,DET,113,93
2022-12-22,UTA,WAS,120,112
2022-12-22,NOP,SAS,126,117
2022-12-23,CLE,TOR,107,118
2022-12-23,SAC,WAS,111,125
2022-12-23,MIA,IND,108,111
2022-12-23,NYK,CHI,117,118
2022-12-23,PHI,LAC,119,114
2022-12-23,DEN,POR,120,107
2022-12-23,PHX,MEM,100,125
2022-12-23,OKC,NOP,125,128
2022-12-23,BOS,MIN,121,109
2022-12-23,HOU,DAL,106,112
2022-12-23,LAL,CHA,130,134
2022-12-23,BKN,MIL,118,100
2022-12-23,ORL,SAS,133,113
2022-12-23,ATL,DET,130,105
2022-12-25,NYK,PHI,112,119
2022-12-25,DEN,PHX,128,125
2022-12-25,GSW,MEM,123,109
2022-12-25,BOS,MIL,139,118
2022-12-25,DAL,LAL,124,115
2022-12-26,DET,LAC,131,142
2022-12-26,POR,CHA,124,113
2022-12-26,CLE,BKN,117,125
2022-12-26,NOP,IND,113,93
2022-12-26,CHI,HOU,118,133
2022-12-26,MIA,MIN,113,110
2022-12-26,SAS,UTA,126,122
2022-12-27,BOS,HOU,126,102
2022-12-27,IND,ATL,129,114
2022-12-27,ORL,LAL,110,129
2022-12-27,SAC,DEN,106,113
2022-12-27,OKC,SAS,130,114
2022-12-27,MEM,PHX,108,125
2022-12-27,DAL,NYK,126,121
2022-12-27,TOR,LAC,113,124
2022-12-27,GSW,CHA,110,105
2022-12-27,WAS,PHI,116,111
2022-12-28,SAC,DEN,127,126
2022-12-28,DET,ORL,121,101
2022-12-28,WAS,PHX,127,102
2022-12-28,NOP,MIN,119,118
2022-12-28,CHI,MIL,119,113
2022-12-28,MIA,LAL,112,98
2022-12-28,ATL,BKN,107,108
2022-12-28,GSW,UTA,112,107
2022-12-29,CHA,OKC,121,113
2022-12-29,DAL,HOU,129,114
2022-12-29,TOR,MEM,106,119
2022-12-29,SAS,NYK,122,115
2022-12-29,BOS,LAC,116,110
2022-12-29,IND,CLE,135,126
2022-12-30,MIL,MIN,123,114
2022-12-30,SAC,UTA,126,125
2022-12-30,ORL,WAS,100,119
2022-12-30,NOP,PHI,127,116
2022-12-30,GSW,POR,118,112
2022-12-30,DEN,MIA,124,119
2022-12-30,CHI,DET,132,118
2022-12-30,TOR,PHX,113,104
2022-12-30,ATL,LAL,121,130
2022-12-31,MIN,DET,104,116
2022-12-31,CHI,CLE,102,103
2022-12-31,IND,LAC,131,130
2022-12-31,HOU,NYK,88,108
2022-12-31,UTA,MIA,123,126
2022-12-31,OKC,PHI,96,115
2022-12-31,SAS,DAL,125,126
2022-12-31,MEM,NOP,116,101
2022-12-31,CHA,BKN,106,123
2023-01-01,MIL,WAS,95,118
2023-01-01,MEM,SAC,118,108
2023-01-01,DEN,BOS,123,111
2023-01-02,CHA,LAL,115,121
2023-01-02,HOU,DAL,106,111
2023-01-02,PHI,NOP,120,111
2023-01-02,IND,TOR,122,114
2023-01-02,LAC,MIA,100,110
2023-01-02,GSW,ATL,143,141
2023-01-02,MIN,DEN,124,111
2023-01-02,CLE,CHI,145,134
2023-01-02,POR,DET,135,106
2023-01-02,NYK,PHX,102,83
2023-01-02,BKN,SAS,139,103
2023-01-03,OKC,BOS,150,117
2023-01-03,MIL,WAS,123,113
2023-01-03,UTA,SAC,115,117
2023-01-04,NYK,SAS,117,114
2023-01-04,NOP,HOU,119,108
2023-01-04,CHA,MEM,107,131
2023-01-04,ORL,OKC,126,115
2023-01-04,LAL,MIA,112,109
2023-01-04,CHI,BKN,121,112
2023-01-04,MIN,POR,113,106
2023-01-04,SAC,ATL,117,120
2023-01-04,GSW,DET,119,122
2023-01-04,PHI,IND,129,126
2023-01-04,TOR,MIL,101,104
2023-01-04,CLE,PHX,90,88
2023-01-05,HOU,UTA,114,131
2023-01-05,DAL,BOS,95,124
2023-01-05,ORL,MEM,115,123
2023-01-05,DEN,LAC,122,91
2023-01-06,OKC,WAS,127,110
2023-01-06,SAS,DET,121,109
2023-01-06,IND,POR,108,99
2023-01-06,DEN,CLE,121,108
2023-01-06,MIL,CHA,109,138
2023-01-06,LAL,ATL,130,114
2023-01-06,TOR,NYK,108,112
2023-01-06,MIN,LAC,128,115
2023-01-06,PHX,MIA,96,104
2023-01-06,NOP,BKN,102,108
2023-01-06,PHI,CHI,112,126
2023-01-07,SAC,LAL,134,136
2023-01-07,CHI,UTA,126,118
2023-01-07,GSW,ORL,101,115
2023-01-07,SAS,BOS,116,121
2023-01-07,DAL,NOP,127,117
2023-01-08,PHX,CLE,98,112
2023-01-08,IND,CHA,116,111
2023-01-08,DET,PHI,111,123
2023-01-08,MIA,BKN,101,102
2023-01-08,MEM,UTA,123,118
2023-01-08,HOU,MIN,96,104
2023-01-08,LAC,ATL,108,112
2023-01-08,OKC,DAL,120,109
2023-01-08,TOR,POR,117,105
2023-01-09,NYK,MIL,107,111
2023-01-09,MEM,SAS,121,113
2023-01-09,SAC,ORL,136,111
2023-01-09,BOS,CHI,107,99
2023-01-09,WAS,NOP,112,132
2023-01-09,DEN,LAL,122,109
2023-01-10,POR,ORL,106,109
2023-01-10,LAC,DAL,113,101
2023-01-10,PHI,DET,147,116
2023-01-10,MIA,OKC,112,111
2023-01-10,GSW,PHX,113,125
2023-01-10,UTA,CLE,116,114
2023-01-10,TOR,CHA,132,120
2023-01-11,BOS,NOP,125,114
2023-01-11,WAS,CHI,100,97
2023-01-11,MEM,SAS,135,129
2023-01-11,SAC,HOU,135,115
2023-01-11,DEN,PHX,126,97
2023-01-11,NYK,IND,119,113
2023-01-11,ATL,MIL,105,114
2023-01-11,DET,MIN,135,118
2023-01-12,TOR,CHA,124,114
2023-01-12,POR,CLE,113,119
2023-01-12,PHI,OKC,114,133
2023-01-12,LAL,DAL,115,119
2023-01-12,BKN,BOS,98,109
2023-01-12,MIA,MIL,108,102
2023-01-13,CHI,OKC,110,124
2023-01-13,MIN,PHX,121,116
2023-01-13,DET,NOP,110,116
2023-01-13,WAS,NYK,108,112
2023-01-13,LAC,DEN,103,115
2023-01-13,UTA,ORL,112,108
2023-01-13,SAS,GSW,113,144
2023-01-13,SAC,HOU,139,114
2023-01-13,IND,ATL,111,113
2023-01-14,UTA,PHI,117,118
2023-01-14,TOR,ATL,103,114
2023-01-14,MIA,MIL,111,95
2023-01-14,IND,MEM,112,130
2023-01-14,POR,DAL,136,119
2023-01-14,MIN,CLE,110,102
2023-01-14,CHA,BOS,106,122
2023-01-15,POR,DAL,140,123
2023-01-15,SAS,SAC,119,132
2023-01-15,CHI,GSW,132,118
2023-01-15,DEN,ORL,119,116
2023-01-15,LAL,PHI,112,113
2023-01-15,BKN,OKC,102,112
2023-01-15,DET,NYK,104,117
2023-01-15,LAC,HOU,121,100
2023-01-16,NYK,TOR,121,123
2023-01-16,WAS,GSW,118,127
2023-01-16,CHA,BOS,118,130
2023-01-16,ATL,MIA,121,113
2023-01-16,LAL,HOU,140,132
2023-01-16,CLE,NOP,113,103
2023-01-16,MEM,PHX,136,106
2023-01-16,MIN,UTA,125,126
2023-01-16,MIL,IND,132,119
2023-01-17,LAC,PHI,110,120
2023-01-17,MIL,TOR,130,122
2023-01-17,DEN,POR,122,113
2023-01-17,SAS,BKN,106,98
2023-01-18,MEM,CLE,115,114
2023-01-18,OKC,IND,126,106
2023-01-18,NYK,WAS,105,116
2023-01-18,UTA,LAC,126,103
2023-01-18,LAL,SAC,111,116
2023-01-18,NOP,MIA,98,124
2023-01-18,DEN,MIN,122,118
2023-01-18,HOU,CHA,117,122
2023-01-18,DAL,ATL,122,130
2023-01-19,MIN,TOR,128,126
2023-01-19,DET,CHI,108,126
2023-01-19,PHX,BKN,117,112
2023-01-19,POR,PHI,95,105
2023-01-19,BOS,GSW,121,118
2023-01-20,DAL,MIA,115,90
2023-01-20,SAS,LAC,126,131
2023-01-20,DEN,IND,134,111
2023-01-20,UTA,BKN,106,117
2023-01-20,ORL,NOP,123,110
2023-01-20,SAC,OKC,118,113
2023-01-20,LAL,MEM,122,121
2023-01-20,ATL,NYK,139,124
2023-01-20,CLE,GSW,114,120
2023-01-21,CLE,MIL,114,102
2023-01-21,MIN,HOU,113,104
2023-01-21,TOR,BOS,104,106
2023-01-21,PHX,IND,112,107
2023-01-21,SAC,PHI,127,129
2023-01-21,ATL,CHA,118,122
2023-01-21,WAS,ORL,138,118
2023-01-22,GSW,BKN,116,120
2023-01-22,POR,LAL,112,121
2023-01-22,MIA,NOP,100,96
2023-01-22,DEN,OKC,99,101
2023-01-22,DAL,LAC,98,112
2023-01-22,PHX,MEM,112,110
2023-01-22,TOR,NYK,125,116
2023-01-23,SAC,MEM,133,100
2023-01-23,UTA,CHA,120,102
2023-01-23,DET,MIL,130,150
2023-01-23,HOU,MIN,119,114
2023-01-23,POR,SAS,147,127
2023-01-23,CHI,ATL,111,100
2023-01-23,ORL,BOS,113,98
2023-01-24,PHX,CHA,128,97
2023-01-24,IND,CHI,116,110
2023-01-24,NYK,CLE,105,103
2023-01-24,MIA,BOS,98,95
2023-01-24,NOP,DEN,98,99
2023-01-24,DAL,WAS,126,127
2023-01-24,LAL,LAC,115,133
2023-01-25,PHI,BKN,137,133
2023-01-25,ORL,IND,126,120
2023-01-25,HOU,WAS,103,108
2023-01-25,OKC,ATL,132,137
2023-01-25,SAC,TOR,95,113
2023-01-25,GSW,MEM,122,120
2023-01-25,POR,UTA,134,124
2023-01-25,NOP,MIN,102,111
2023-01-25,MIL,DEN,107,99
2023-01-25,LAL,SAS,113,104
2023-01-26,CHA,CHI,111,96
2023-01-26,HOU,CLE,95,113
2023-01-26,BOS,NYK,117,120
2023-01-26,LAC,SAS,138,100
2023-01-26,PHX,DAL,95,99
2023-01-26,BKN,DET,122,130
2023-01-27,MIA,ORL,110,105
2023-01-27,GSW,TOR,129,117
2023-01-27,IND,MIL,131,141
2023-01-27,OKC,CLE,112,100
2023-01-27,MIN,MEM,111,100
2023-01-28,ATL,LAC,113,120
