date,home_team,visitor_team,home_team_score,visitor_team_score
2021-11-17,MIA,NOP,113,98
2021-11-17,CHA,WAS,97,87
2021-11-17,ATL,BOS,110,99
2021-11-17,POR,CHI,112,107
2021-11-18,MIA,WAS,112,97
2021-11-18,MIN,SAS,115,90
2021-11-18,DEN,PHI,89,103
2021-11-18,MEM,LAC,120,108
2021-11-18,UTA,TOR,119,103
2021-11-18,CLE,GSW,89,104
2021-11-19,BOS,LAL,130,108
2021-11-19,NOP,LAC,94,81
2021-11-19,BKN,ORL,115,113
2021-11-19,DET,GSW,102,105
2021-11-19,DEN,CHI,108,114
2021-11-19,SAC,TOR,89,108
2021-11-19,CHA,IND,121,118
2021-11-19,PHX,DAL,112,104
2021-11-19,MIL,OKC,96,89
2021-11-20,ATL,CHA,115,105
2021-11-20,MIN,MEM,138,95
2021-11-20,BOS,OKC,111,105
2021-11-20,WAS,MIA,103,100
2021-11-20,MIL,ORL,117,108
2021-11-20,POR,PHI,118,111
2021-11-20,NYK,HOU,106,99
2021-11-20,SAC,UTA,105,123
2021-11-20,IND,NOP,111,94
2021-11-21,CHI,NYK,109,103
2021-11-21,GSW,TOR,119,104
2021-11-21,LAC,DAL,97,91
2021-11-21,DET,LAL,116,121
2021-11-21,PHX,DEN,126,97
2021-11-22,BOS,HOU,108,90
2021-11-22,NOP,MIN,96,110
2021-11-22,UTA,MEM,118,119
2021-11-22,ATL,OKC,113,101
2021-11-22,SAC,PHI,94,102
2021-11-22,MIL,ORL,123,92
2021-11-22,SAS,PHX,111,115
2021-11-22,CLE,BKN,112,117
2021-11-22,CHI,IND,77,109
2021-11-22,WAS,CHA,103,109
2021-11-23,POR,DEN,119,100
2021-11-23,DET,MIA,92,100
2021-11-23,NYK,LAL,106,100
2021-11-23,LAC,DAL,104,112
2021-11-24,SAS,ATL,106,124
2021-11-24,BOS,BKN,104,123
2021-11-24,MIL,DET,114,93
2021-11-24,OKC,UTA,104,110
2021-11-24,ORL,CHA,99,106
2021-11-24,HOU,CHI,118,113
2021-11-24,GSW,PHI,116,96
2021-11-24,MEM,TOR,113,126
2021-11-24,MIN,MIA,113,101
2021-11-24,CLE,PHX,115,120
2021-11-24,NOP,WAS,127,102
2021-11-24,SAC,POR,125,121
2021-11-24,IND,LAL,116,124
2021-11-26,MEM,ATL,100,132
2021-11-26,GSW,POR,118,103
2021-11-26,NYK,PHX,97,118
2021-11-26,ORL,CHI,88,123
2021-11-26,CHA,MIN,133,115
2021-11-26,SAS,BOS,96,88
2021-11-26,LAL,SAC,137,141
2021-11-26,DEN,MIL,109,120
2021-11-26,UTA,NOP,97,98
2021-11-26,IND,TOR,114,97
2021-11-26,LAC,DET,107,96
2021-11-26,OKC,WAS,99,101
2021-11-27,ATL,NYK,90,99
2021-11-27,HOU,CHA,146,143
2021-11-27,PHI,MIN,120,121
2021-11-27,DAL,WAS,114,120
2021-11-27,UTA,NOP,127,105
2021-11-27,BKN,PHX,107,113
2021-11-27,CLE,ORL,105,92
2021-11-27,CHI,MIA,104,107
2021-11-28,MEM,SAC,128,101
2021-11-28,IND,MIL,100,118
2021-11-28,LAL,DET,110,106
2021-11-28,TOR,BOS,97,109
2021-11-28,LAC,GSW,90,105
2021-11-29,MIN,IND,100,98
2021-11-29,UTA,POR,129,107
2021-11-29,PHI,ORL,101,96
2021-11-29,HOU,OKC,102,89
2021-11-29,CHI,CHA,133,119
2021-11-29,DAL,CLE,96,114
2021-11-29,SAS,WAS,116,99
2021-11-29,MIA,DEN,111,120
2021-11-29,LAC,NOP,104,123
2021-11-30,POR,DET,110,92
2021-11-30,PHX,GSW,104,96
2021-11-30,BKN,NYK,112,110
2021-11-30,TOR,MEM,91,98
2021-11-30,SAC,LAL,92,117
2021-12-01,LAC,SAC,115,124
2021-12-01,MIA,CLE,85,111
2021-12-01,OKC,HOU,110,114
2021-12-01,BOS,PHI,88,87
2021-12-01,NOP,DAL,107,139
2021-12-01,IND,ATL,111,114
2021-12-01,ORL,DEN,108,103
2021-12-01,WAS,MIN,115,107
2021-12-01,MIL,CHA,127,125
2021-12-02,NYK,CHI,115,119
2021-12-02,MEM,OKC,152,79
2021-12-02,TOR,MIL,97,93
2021-12-02,PHX,DET,114,103
2021-12-02,POR,SAS,83,114
2021-12-03,HOU,ORL,118,116
2021-12-03,LAL,LAC,115,119
2021-12-03,ATL,PHI,96,98
2021-12-03,DAL,NOP,91,107
2021-12-03,IND,MIA,104,113
2021-12-03,GSW,PHX,118,96
2021-12-03,WAS,CLE,101,116
2021-12-03,BKN,MIN,110,105
2021-12-03,UTA,BOS,137,130
2021-12-04,GSW,SAS,107,112
2021-12-04,DAL,MEM,90,97
2021-12-04,POR,BOS,117,145
2021-12-04,NYK,DEN,99,113
2021-12-04,BKN,CHI,107,111
2021-12-04,MIL,MIA,124,102
2021-12-04,SAC,LAC,104,99
2021-12-05,TOR,WAS,102,90
2021-12-05,CLE,UTA,108,109
2021-12-05,HOU,NOP,118,108
2021-12-05,ATL,CHA,127,130
2021-12-06,POR,LAC,90,102
2021-12-06,GSW,ORL,126,95
2021-12-06,MIN,ATL,110,121
2021-12-06,CHA,PHI,124,127
2021-12-06,CHI,DEN,109,97
2021-12-06,MIA,MEM,90,105
2021-12-06,PHX,SAS,108,104
2021-12-06,IND,WAS,116,110
2021-12-06,MIL,CLE,112,104
2021-12-06,DET,OKC,103,114
2021-12-07,SAS,NYK,109,121
2021-12-07,DAL,BKN,99,102
2021-12-07,LAL,BOS,117,102
2021-12-08,GSW,POR,104,94
2021-12-08,CLE,CHI,115,92
2021-12-08,DET,WAS,116,119
2021-12-08,NOP,DEN,114,120
2021-12-08,LAC,BOS,114,111
2021-12-08,MIA,MIL,113,104
2021-12-08,HOU,BKN,114,104
2021-12-08,CHA,PHI,106,110
2021-12-08,SAC,ORL,142,130
2021-12-08,MEM,DAL,96,104
2021-12-08,TOR,OKC,109,110
2021-12-08,MIN,UTA,104,136
2021-12-08,IND,NYK,122,102
2021-12-09,SAS,DEN,123,111
2021-12-09,MEM,LAL,108,95
2021-12-09,PHI,UTA,96,118
2021-12-10,IND,DAL,106,93
2021-12-10,OKC,LAL,95,116
2021-12-10,ATL,BKN,105,113
2021-12-10,HOU,MIL,114,123
2021-12-10,CHA,SAC,124,123
2021-12-10,TOR,NYK,90,87
2021-12-10,MIN,CLE,106,123
2021-12-10,PHX,BOS,111,90
2021-12-10,NOP,DET,109,93
2021-12-11,MEM,HOU,113,106
2021-12-11,PHI,GSW,102,93
2021-12-11,LAC,ORL,106,104
2021-12-11,WAS,UTA,98,123
2021-12-11,MIA,CHI,118,92
2021-12-11,SAS,DEN,112,127
2021-12-11,CLE,SAC,117,103
2021-12-12,DET,BKN,104,116
2021-12-12,NYK,MIL,97,112
2021-12-12,OKC,DAL,84,103
2021-12-12,POR,MIN,111,116
2021-12-12,LAL,ORL,106,94
2021-12-12,SAS,NOP,112,97
2021-12-13,IND,GSW,100,102
2021-12-13,DEN,WAS,113,107
2021-12-13,LAC,PHX,111,95
2021-12-13,TOR,SAC,124,101
2021-12-13,DAL,CHA,120,96
2021-12-13,MEM,PHI,126,91
2021-12-13,ATL,HOU,126,132
2021-12-13,BOS,MIL,117,103
2021-12-13,CLE,MIA,105,94
2021-12-14,CHI,DET,133,87
2021-12-14,POR,PHX,107,111
2021-12-14,BKN,TOR,131,129
2021-12-14,NYK,GSW,96,105
2021-12-15,ORL,ATL,99,111
2021-12-15,UTA,LAC,124,103
2021-12-15,SAS,CHA,115,131
2021-12-15,PHI,MIA,96,101
2021-12-15,POR,MEM,103,113
2021-12-15,CLE,HOU,124,89
2021-12-15,DAL,LAL,104,107
2021-12-15,SAC,WAS,119,105
2021-12-15,OKC,NOP,110,113
2021-12-15,DEN,MIN,107,124
2021-12-15,MIL,IND,114,99
2021-12-16,HOU,NYK,103,116
2021-12-16,TOR,CHI,127,120
2021-12-16,BKN,PHI,114,105
2021-12-16,IND,DET,122,113
2021-12-16,PHX,WAS,118,98
2021-12-17,BOS,GSW,107,111
2021-12-17,POR,CHA,125,116
2021-12-17,MIN,LAL,110,92
2021-12-17,ATL,DEN,115,133
2021-12-17,UTA,SAS,126,128
2021-12-17,ORL,MIA,105,115
2021-12-17,NOP,MIL,116,112
2021-12-17,SAC,MEM,105,124
2021-12-18,MIL,CLE,90,119
2021-12-18,OKC,LAC,104,103
2021-12-18,DET,HOU,107,116
2021-12-18,BKN,ORL,93,100
2021-12-18,BOS,NYK,114,107
2021-12-18,TOR,GSW,119,100
2021-12-18,UTA,WAS,103,109
2021-12-19,ATL,CLE,131,107
2021-12-19,MEM,POR,100,105
2021-12-19,CHI,LAL,115,110
2021-12-19,PHI,NOP,117,107
2021-12-19,SAC,SAS,121,114
2021-12-19,PHX,CHA,137,106
2021-12-19,DET,MIA,100,90
2021-12-19,MIN,DAL,111,105
2021-12-19,BKN,DEN,118,124
2021-12-20,UTA,CHA,112,102
2021-12-20,CHI,HOU,133,118
2021-12-20,MEM,OKC,99,102
2021-12-20,BOS,PHI,103,108
2021-12-20,GSW,SAC,113,98
2021-12-20,TOR,ORL,97,103
2021-12-20,LAC,SAS,92,116
2021-12-21,NYK,DET,105,91
2021-12-21,BKN,WAS,103,117
2021-12-21,DAL,MIN,114,102
2021-12-21,MIA,IND,125,96
2021-12-21,LAL,PHX,90,108
2021-12-21,NOP,POR,111,97
2021-12-22,MIL,HOU,126,106
2021-12-22,ATL,ORL,98,104
2021-12-22,OKC,DEN,108,94
2021-12-22,BOS,CLE,111,101
2021-12-22,SAC,LAC,89,105
2021-12-22,CHI,TOR,111,105
2021-12-23,UTA,MIN,128,116
2021-12-23,MIA,DET,115,112
2021-12-23,GSW,MEM,113,104
2021-12-23,IND,HOU,118,106
2021-12-23,NYK,WAS,117,124
2021-12-23,PHX,OKC,113,101
2021-12-23,DEN,CHA,107,115
2021-12-23,LAL,SAS,110,138
2021-12-23,ORL,NOP,104,110
2021-12-23,DAL,MIL,95,102
2021-12-23,PHI,ATL,96,98
2021-12-23,POR,BKN,114,108
2021-12-25,LAL,BKN,115,122
2021-12-25,PHX,GSW,107,116
2021-12-25,UTA,DAL,120,116
2021-12-25,NYK,ATL,101,87
2021-12-25,MIL,BOS,117,113
2021-12-26,OKC,NOP,117,112
2021-12-26,CHI,IND,113,105
2021-12-26,SAC,MEM,102,127
2021-12-26,MIA,ORL,93,83
2021-12-26,LAC,DEN,100,103
2021-12-26,WAS,PHI,96,117
2021-12-26,CLE,TOR,144,99
2021-12-26,SAS,DET,144,109
2021-12-27,PHX,MEM,113,114
2021-12-27,LAC,BKN,108,124
2021-12-27,CHA,HOU,123,99
2021-12-27,MIN,BOS,108,103
2021-12-27,POR,DAL,117,132
2021-12-27,SAS,UTA,104,110
2021-12-27,ATL,CHI,118,130
2021-12-28,SAC,OKC,117,111
2021-12-28,TOR,PHI,109,114
2021-12-28,MIN,NYK,88,96
2021-12-28,ORL,MIL,110,127
2021-12-28,HOU,LAL,123,132
2021-12-28,NOP,CLE,108,104
2021-12-28,MIA,WAS,119,112
2021-12-28,GSW,DEN,86,89
2021-12-29,POR,UTA,105,120
2021-12-29,CHI,ATL,131,117
2021-12-29,SAS,MIA,95,112
2021-12-29,DET,NYK,85,94
2021-12-29,MEM,LAL,104,99
2021-12-29,PHX,OKC,115,97
2021-12-29,SAC,DAL,95,94
2021-12-29,BOS,LAC,82,91
2021-12-29,IND,CHA,108,116
2021-12-30,ORL,MIL,118,136
2021-12-30,BKN,PHI,102,110
2021-12-30,DEN,GSW,131,124
2021-12-30,WAS,CLE,110,93
2021-12-31,TOR,LAC,116,108
2021-12-31,SAC,DAL,96,112
2021-12-31,MEM,SAS,118,105
2021-12-31,HOU,MIA,110,120
2021-12-31,IND,CHI,106,108
2021-12-31,OKC,NYK,95,80
2021-12-31,BOS,PHX,123,108
2021-12-31,LAL,POR,139,106
2021-12-31,CLE,ATL,118,121
2021-12-31,UTA,MIN,120,108
2022-01-01,WAS,CHI,119,120
2022-01-01,UTA,GSW,116,123
2022-01-01,HOU,DEN,111,124
2022-01-01,DET,SAS,117,116
2022-01-01,BKN,LAC,116,120
2022-01-01,MIL,NOP,136,113
2022-01-02,LAL,MIN,108,103
2022-01-02,TOR,NYK,120,105
2022-01-02,SAC,MIA,115,113
2022-01-02,CLE,IND,108,104
2022-01-02,OKC,DAL,86,95
2022-01-02,CHA,PHX,99,133
2022-01-02,BOS,ORL,116,111
2022-01-03,LAC,MIN,104,122
2022-01-03,CHI,ORL,102,98
2022-01-03,POR,ATL,136,131
2022-01-03,PHI,HOU,133,113
2022-01-03,MIL,DET,106,115
2022-01-03,GSW,MIA,115,108
2022-01-03,WAS,CHA,124,121
2022-01-03,DAL,DEN,103,89
2022-01-03,BKN,MEM,104,118
2022-01-03,NOP,UTA,104,115
2022-01-04,CLE,MEM,106,110
2022-01-04,NOP,PHX,110,123
2022-01-04,TOR,SAS,129,104
2022-01-04,LAL,SAC,122,114
2022-01-04,NYK,IND,104,94
2022-01-05,SAC,ATL,102,108
2022-01-05,DAL,GSW,99,82
2022-01-05,ORL,PHI,106,116
2022-01-05,CHA,DET,140,111
2022-01-05,BOS,SAS,97,99
2022-01-05,IND,BKN,121,129
2022-01-05,WAS,HOU,111,114
2022-01-05,MIN,OKC,98,90
2022-01-05,MIL,TOR,111,117
2022-01-05,DEN,UTA,109,115
2022-01-05,POR,MIA,109,115
2022-01-06,MEM,DET,118,88
2022-01-06,NYK,BOS,108,105
2022-01-06,NOP,GSW,101,96
2022-01-06,PHX,LAC,106,89
2022-01-07,BKN,MIL,109,121
2022-01-07,CHI,WAS,130,122
2022-01-07,PHI,SAS,119,100
2022-01-07,TOR,UTA,122,108
2022-01-07,POR,CLE,101,114
2022-01-07,OKC,MIN,105,135
2022-01-07,LAL,ATL,134,118
2022-01-07,HOU,DAL,106,130
2022-01-07,DEN,SAC,121,111
2022-01-08,DET,ORL,97,92
2022-01-08,LAC,MEM,108,123
2022-01-08,BOS,NYK,99,75
2022-01-08,IND,UTA,125,113
2022-01-08,PHX,MIA,100,123
2022-01-08,CHA,MIL,114,106
2022-01-09,POR,SAC,103,88
2022-01-09,ORL,WAS,100,102
2022-01-09,OKC,DEN,95,99
2022-01-09,LAL,MEM,119,127
2022-01-09,HOU,MIN,123,141
2022-01-09,DAL,CHI,113,99
2022-01-09,LAC,ATL,106,93
2022-01-09,BKN,SAS,121,119
2022-01-09,TOR,NOP,105,101
2022-01-09,GSW,CLE,96,82
2022-01-10,DET,UTA,126,116
2022-01-10,BOS,IND,101,98
2022-01-10,NYK,SAS,111,96
2022-01-10,SAC,CLE,108,109
2022-01-10,CHA,MIL,103,99
2022-01-11,LAC,DEN,87,85
2022-01-11,MEM,GSW,116,108
2022-01-11,NOP,MIN,128,125
2022-01-11,WAS,OKC,122,118
2022-01-11,TOR,PHX,95,99
2022-01-12,ATL,MIA,91,115
2022-01-12,DET,PHX,108,135
2022-01-12,CHI,BKN,112,138
2022-01-12,NYK,DAL,108,85
2022-01-12,PHI,CHA,98,109
2022-01-12,WAS,ORL,112,106
2022-01-12,IND,BOS,100,119
2022-01-12,SAS,HOU,124,128
2022-01-12,SAC,LAL,125,116
2022-01-12,UTA,CLE,91,111
2022-01-13,DEN,POR,140,108
2022-01-13,BKN,OKC,109,130
2022-01-13,NOP,LAC,113,89
2022-01-13,MIL,GSW,118,99
2022-01-13,MEM,MIN,116,108
2022-01-14,CHI,GSW,96,138
2022-01-14,IND,PHX,94,112
2022-01-14,PHI,BOS,111,99
2022-01-14,MEM,DAL,85,112
2022-01-14,DET,TOR,103,87
2022-01-14,SAC,HOU,126,114
2022-01-14,CHA,ORL,109,116
2022-01-14,SAS,CLE,109,114
2022-01-14,MIA,ATL,124,118
2022-01-15,DEN,LAL,133,96
2022-01-15,BKN,NOP,120,105
2022-01-15,ATL,NYK,108,117
2022-01-15,SAS,LAC,101,94
2022-01-15,MIA,PHI,98,109
2022-01-15,WAS,POR,110,115
2022-01-15,MIL,TOR,96,103
2022-01-15,BOS,CHI,114,112
