date,home_team,visitor_team,home_team_score,visitor_team_score
2018-11-08,OKC,HOU,98,80
2018-11-08,PHX,BOS,109,116
2018-11-08,POR,LAC,116,105
2018-11-08,GSW,MIL,111,134
2018-11-09,UTA,BOS,123,115
2018-11-09,MIA,IND,102,110
2018-11-09,DEN,BKN,110,112
2018-11-09,ATL,DET,109,124
2018-11-09,ORL,WAS,117,108
2018-11-09,PHI,CHA,133,132
2018-11-09,SAC,MIN,121,110
2018-11-10,NOP,PHX,119,99
2018-11-10,DAL,OKC,111,96
2018-11-10,MEM,PHI,112,106
2018-11-10,TOR,NYK,128,112
2018-11-10,GSW,BKN,116,100
2018-11-10,LAC,MIL,128,126
2018-11-10,SAC,LAL,86,101
2018-11-10,MIA,WAS,110,116
2018-11-10,CHI,CLE,99,98
2018-11-10,SAS,HOU,96,89
2018-11-11,NYK,ORL,89,115
2018-11-11,LAL,ATL,107,106
2018-11-11,DET,CHA,103,113
2018-11-11,HOU,IND,115,103
2018-11-11,DEN,MIL,114,121
2018-11-11,POR,BOS,100,94
2018-11-12,CHI,DAL,98,103
2018-11-12,MIN,BKN,120,113
2018-11-12,TOR,NOP,110,126
2018-11-12,LAC,GSW,121,116
2018-11-12,WAS,ORL,117,109
2018-11-12,MIA,PHI,114,124
2018-11-12,MEM,UTA,88,96
2018-11-12,OKC,PHX,118,101
2018-11-12,SAC,SAS,104,99
2018-11-13,GSW,ATL,110,103
2018-11-13,CLE,CHA,113,89
2018-11-13,DEN,HOU,99,109
2018-11-14,OKC,NYK,128,103
2018-11-14,MIN,NOP,107,100
2018-11-14,BOS,CHI,111,82
2018-11-14,ORL,PHI,111,106
2018-11-14,WAS,CLE,119,95
2018-11-14,BKN,MIA,107,120
2018-11-14,TOR,DET,104,106
2018-11-14,DAL,UTA,118,68
2018-11-14,MIL,MEM,113,116
2018-11-14,PHX,SAS,116,96
2018-11-14,LAL,POR,126,117
2018-11-15,HOU,GSW,107,86
2018-11-15,DEN,ATL,138,93
2018-11-15,LAC,SAS,116,111
2018-11-16,BOS,TOR,123,116
2018-11-16,IND,MIA,99,91
2018-11-16,PHI,UTA,113,107
2018-11-16,WAS,BKN,104,115
2018-11-16,MEM,SAC,112,104
2018-11-16,MIN,POR,112,96
2018-11-16,NOP,NYK,129,124
2018-11-16,MIL,CHI,123,104
2018-11-17,BKN,LAC,119,127
2018-11-17,IND,ATL,97,89
2018-11-17,ORL,LAL,130,117
2018-11-17,NOP,DEN,125,115
2018-11-17,CHA,PHI,119,122
2018-11-17,BOS,UTA,86,98
2018-11-17,HOU,SAC,132,112
2018-11-17,CHI,TOR,83,122
2018-11-17,DAL,GSW,112,109
2018-11-17,PHX,OKC,100,110
2018-11-18,MIN,MEM,87,100
2018-11-18,MIA,LAL,97,113
2018-11-18,WAS,POR,109,119
2018-11-18,SAS,GSW,104,92
2018-11-18,ORL,NYK,131,117
2018-11-19,CHA,BOS,117,112
2018-11-19,DET,CLE,113,102
2018-11-19,IND,UTA,121,94
2018-11-19,PHI,PHX,119,114
2018-11-19,ATL,LAC,119,127
2018-11-19,MEM,DAL,98,88
2018-11-19,MIL,DEN,104,98
2018-11-19,SAC,OKC,117,113
2018-11-19,NOP,SAS,140,126
2018-11-20,ORL,TOR,91,93
2018-11-20,MIA,BKN,92,104
2018-11-20,NYK,POR,114,118
2018-11-20,WAS,LAC,125,118
2018-11-21,PHI,NOP,121,120
2018-11-21,CHA,IND,127,109
2018-11-21,BOS,NYK,109,117
2018-11-21,CLE,LAL,105,109
2018-11-21,ATL,TOR,108,124
2018-11-21,HOU,DET,126,124
2018-11-21,MIN,DEN,101,103
2018-11-21,CHI,PHX,124,116
2018-11-21,MIL,POR,143,100
2018-11-21,DAL,BKN,119,113
2018-11-21,SAS,MEM,103,104
2018-11-21,UTA,SAC,110,119
2018-11-21,GSW,OKC,95,123
2018-11-23,LAC,MEM,112,107
2018-11-23,BKN,MIN,102,112
2018-11-23,DET,HOU,116,111
2018-11-23,ATL,BOS,96,114
2018-11-23,PHI,CLE,112,121
2018-11-23,NYK,NOP,114,109
2018-11-23,IND,SAS,100,111
2018-11-23,TOR,WAS,125,107
2018-11-23,CHI,MIA,96,103
2018-11-23,OKC,CHA,109,104
2018-11-23,MIL,PHX,114,116
2018-11-23,DEN,ORL,112,87
2018-11-23,GSW,POR,125,97
2018-11-23,LAL,UTA,90,83
2018-11-24,CLE,HOU,117,108
2018-11-24,WAS,NOP,124,114
2018-11-24,MIN,CHI,111,96
2018-11-24,OKC,DEN,98,105
2018-11-24,DAL,BOS,113,104
2018-11-24,GSW,SAC,117,116
2018-11-24,MIL,SAS,135,129
2018-11-25,LAL,ORL,104,108
2018-11-25,DET,PHX,118,107
2018-11-25,ATL,CHA,124,123
2018-11-25,BKN,PHI,125,127
2018-11-25,SAC,UTA,112,133
2018-11-25,MEM,NYK,98,103
2018-11-25,TOR,MIA,125,115
2018-11-25,POR,LAC,100,104
2018-11-26,CHA,MIL,110,107
2018-11-26,CLE,MIN,95,102
2018-11-26,WAS,HOU,135,131
2018-11-26,CHI,SAS,107,108
2018-11-26,NOP,BOS,107,124
2018-11-26,UTA,IND,88,121
2018-11-26,GSW,ORL,116,110
2018-11-27,DET,NYK,115,108
2018-11-27,MIA,ATL,113,115
2018-11-27,DEN,LAL,117,85
2018-11-27,MEM,TOR,114,122
2018-11-27,PHX,IND,104,109
2018-11-28,CHA,ATL,108,94
2018-11-28,HOU,DAL,108,128
2018-11-28,PHI,NYK,117,91
2018-11-28,BKN,UTA,91,101
2018-11-28,MIL,CHI,116,113
2018-11-28,NOP,WAS,125,104
2018-11-28,OKC,CLE,100,83
2018-11-28,MIN,SAS,128,89
2018-11-28,POR,ORL,115,112
2018-11-28,LAC,PHX,115,99
2018-11-29,TOR,GSW,131,128
2018-11-29,LAL,IND,104,96
2018-11-29,SAC,LAC,121,133
2018-11-30,BOS,CLE,128,95
2018-11-30,DET,CHI,107,88
2018-11-30,POR,DEN,112,113
2018-11-30,CHA,UTA,111,119
2018-11-30,BKN,MEM,125,131
2018-11-30,SAS,HOU,105,136
2018-11-30,PHI,WAS,123,98
2018-11-30,PHX,ORL,85,99
2018-11-30,LAL,DAL,114,103
2018-11-30,MIA,NOP,106,101
2018-11-30,OKC,ATL,124,105
2018-12-01,NYK,MIL,136,134
2018-12-01,HOU,CHI,121,105
2018-12-01,MIN,BOS,109,118
2018-12-01,DET,GSW,111,102
2018-12-01,CLE,TOR,95,106
2018-12-01,SAC,IND,111,110
2018-12-01,WAS,BKN,102,88
2018-12-02,SAS,POR,131,118
2018-12-02,CHA,NOP,109,119
2018-12-02,LAL,PHX,120,96
2018-12-02,DAL,LAC,114,110
2018-12-02,MIA,UTA,102,100
2018-12-02,PHI,MEM,103,95
2018-12-03,NYK,WAS,107,110
2018-12-03,NOP,LAC,126,129
2018-12-03,ATL,GSW,111,128
2018-12-03,BKN,CLE,97,99
2018-12-03,MIN,HOU,103,91
2018-12-03,TOR,DEN,103,106
2018-12-03,DET,OKC,83,110
2018-12-04,MIA,ORL,90,105
2018-12-04,PHX,SAC,105,122
2018-12-04,UTA,SAS,139,105
2018-12-04,DAL,POR,111,102
2018-12-04,IND,CHI,96,90
2018-12-05,ORL,DEN,118,124
2018-12-05,ATL,WAS,117,131
2018-12-05,MIN,CHA,121,104
2018-12-05,TOR,PHI,113,102
2018-12-05,BKN,OKC,112,114
2018-12-05,LAL,SAS,121,113
2018-12-05,MEM,LAC,96,86
2018-12-05,MIL,DET,115,92
2018-12-05,CLE,GSW,105,129
2018-12-05,NOP,DAL,132,106
2018-12-06,UTA,HOU,118,91
2018-12-06,POR,PHX,108,86
2018-12-06,BOS,NYK,128,100
2018-12-07,CHA,DEN,113,107
2018-12-07,DET,PHI,111,117
2018-12-07,ORL,IND,90,112
2018-12-07,CLE,SAC,110,129
2018-12-07,BKN,TOR,106,105
2018-12-07,CHI,OKC,114,112
2018-12-07,NOP,MEM,103,107
2018-12-07,SAS,LAL,133,120
2018-12-07,MIL,GSW,95,105
2018-12-07,PHX,MIA,98,115
2018-12-08,ATL,DEN,106,98
2018-12-08,LAC,MIA,98,121
2018-12-08,CHI,BOS,77,133
2018-12-08,CLE,WAS,116,101
2018-12-08,NYK,BKN,104,112
2018-12-08,DAL,HOU,107,104
2018-12-08,POR,MIN,113,105
2018-12-08,MEM,LAL,88,111
2018-12-08,IND,SAC,107,97
2018-12-09,DET,NOP,108,116
2018-12-09,SAS,UTA,110,97
2018-12-09,TOR,MIL,99,104
2018-12-09,NYK,CHA,107,119
2018-12-10,OKC,UTA,122,113
2018-12-10,DAL,ORL,101,76
2018-12-10,LAL,MIA,108,105
2018-12-10,PHI,DET,116,102
2018-12-10,BOS,NOP,113,100
2018-12-10,DEN,MEM,105,99
2018-12-10,GSW,MIN,116,108
2018-12-10,IND,WAS,109,101
2018-12-10,MIL,CLE,108,92
2018-12-10,CHI,SAC,89,108
2018-12-10,PHX,LAC,119,123
2018-12-11,SAS,PHX,111,86
2018-12-11,HOU,POR,111,104
2018-12-11,LAC,TOR,99,123
2018-12-12,CHA,DET,108,107
2018-12-12,MEM,POR,92,83
2018-12-12,IND,MIL,113,97
2018-12-12,GSW,TOR,93,113
2018-12-12,CLE,NYK,113,106
2018-12-12,UTA,MIA,111,84
2018-12-12,PHI,BKN,124,127
2018-12-12,NOP,OKC,118,114
2018-12-12,WAS,BOS,125,130
2018-12-12,DAL,ATL,114,107
2018-12-12,SAC,MIN,141,130
2018-12-13,ORL,CHI,97,91
2018-12-13,PHX,DAL,99,89
2018-12-13,SAS,LAC,125,87
2018-12-13,HOU,LAL,126,111
2018-12-14,PHI,IND,101,113
2018-12-14,BOS,ATL,129,108
2018-12-14,POR,TOR,128,122
2018-12-14,SAC,GSW,125,130
2018-12-14,CHA,NYK,124,126
2018-12-14,DEN,OKC,109,98
2018-12-14,MEM,MIA,97,100
2018-12-14,CLE,MIL,102,114
2018-12-14,BKN,WAS,125,118
2018-12-15,SAS,CHI,93,98
2018-12-15,OKC,LAC,110,104
2018-12-15,DET,BOS,113,104
2018-12-15,ORL,UTA,96,89
2018-12-15,CHA,LAL,100,128
2018-12-15,MEM,HOU,97,105
2018-12-15,PHX,MIN,107,99
2018-12-16,DAL,SAC,113,120
2018-12-16,BKN,ATL,144,127
2018-12-16,WAS,LAL,128,110
2018-12-16,CLE,PHI,105,128
2018-12-16,IND,NYK,110,99
2018-12-16,DEN,TOR,95,86
2018-12-16,NOP,MIA,96,102
2018-12-17,MIN,SAC,132,105
2018-12-17,GSW,MEM,110,93
2018-12-17,OKC,CHI,121,96
2018-12-17,SAS,PHI,123,96
2018-12-17,DET,MIL,104,107
2018-12-17,NYK,PHX,110,128
2018-12-17,HOU,UTA,102,97
2018-12-17,LAC,POR,127,131
2018-12-18,IND,CLE,91,92
2018-12-18,BKN,LAL,115,110
2018-12-18,DEN,DAL,126,118
2018-12-18,ATL,WAS,118,110
2018-12-19,BOS,PHX,103,111
2018-12-19,CHI,BKN,93,96
2018-12-19,CHA,CLE,110,99
2018-12-19,MIL,NOP,123,115
2018-12-19,PHI,NYK,131,109
2018-12-19,TOR,IND,99,96
2018-12-19,ORL,SAS,90,129
2018-12-19,HOU,WAS,136,118
2018-12-19,UTA,GSW,108,103
2018-12-19,SAC,OKC,113,132
2018-12-19,POR,MEM,99,92
2018-12-19,MIN,DET,123,129
2018-12-20,LAC,DAL,125,121
2018-12-20,MIA,HOU,101,99
2018-12-21,CHA,DET,98,86
2018-12-21,CHI,ORL,90,80
2018-12-21,BKN,IND,106,114
2018-12-21,SAS,MIN,124,98
2018-12-21,LAL,NOP,112,104
2018-12-21,BOS,MIL,107,120
2018-12-21,SAC,MEM,102,99
2018-12-21,POR,UTA,90,120
2018-12-21,TOR,CLE,126,110
2018-12-21,NYK,ATL,107,114
2018-12-22,LAC,DEN,132,111
2018-12-22,WAS,PHX,149,146
2018-12-22,PHI,TOR,126,101
2018-12-22,MIA,MIL,94,87
2018-12-22,HOU,SAS,108,101
2018-12-22,GSW,DAL,120,116
2018-12-22,UTA,OKC,106,107
2018-12-23,DET,ATL,95,98
2018-12-23,IND,WAS,105,89
2018-12-23,BOS,CHA,119,103
2018-12-23,CLE,CHI,92,112
2018-12-23,BKN,PHX,111,103
2018-12-23,ORL,MIA,91,115
2018-12-23,SAC,NOP,122,117
2018-12-23,OKC,MIN,112,114
2018-12-23,POR,DAL,121,118
2018-12-23,GSW,LAC,129,127
2018-12-23,LAL,MEM,99,107
2018-12-25,NYK,MIL,95,109
2018-12-25,HOU,OKC,113,109
2018-12-25,BOS,PHI,121,114
2018-12-25,GSW,LAL,101,127
2018-12-25,UTA,POR,117,96
2018-12-26,ORL,PHX,120,122
2018-12-26,DET,WAS,106,95
2018-12-26,ATL,IND,121,129
2018-12-26,BKN,CHA,134,132
2018-12-26,MIA,TOR,104,106
2018-12-26,CHI,MIN,94,119
2018-12-26,MEM,CLE,95,87
2018-12-26,DAL,NOP,122,119
2018-12-26,SAS,DEN,111,103
2018-12-26,LAC,SAC,127,118
2018-12-27,HOU,BOS,127,113
2018-12-27,MIL,NYK,112,96
2018-12-27,SAC,LAL,117,116
2018-12-27,UTA,PHI,97,114
2018-12-27,GSW,POR,109,110
2018-12-28,IND,DET,125,88
2018-12-28,CHA,BKN,100,87
2018-12-28,WAS,CHI,92,101
2018-12-28,ORL,TOR,116,87
2018-12-28,NOP,DAL,114,112
2018-12-28,MIA,CLE,118,94
2018-12-28,MIN,ATL,120,123
2018-12-28,DEN,SAS,102,99
2018-12-28,PHX,OKC,102,118
2018-12-28,LAL,LAC,107,118
2018-12-29,MIL,BKN,129,115
2018-12-29,NOP,HOU,104,108
2018-12-29,WAS,CHA,130,126
2018-12-29,ATL,CLE,111,108
2018-12-29,MEM,BOS,103,112
2018-12-29,UTA,NYK,129,97
2018-12-29,PHX,DEN,118,122
2018-12-29,POR,GSW,105,115
2018-12-29,LAC,SAS,111,122
2018-12-30,ORL,DET,109,107
2018-12-30,MIA,MIN,104,113
2018-12-30,TOR,CHI,95,89
2018-12-30,DAL,OKC,105,103
2018-12-30,POR,PHI,129,95
2018-12-30,LAL,SAC,121,114
2018-12-31,IND,ATL,116,108
2018-12-31,CHA,ORL,125,100
2018-12-31,HOU,MEM,113,101
2018-12-31,SAS,BOS,120,111
2018-12-31,NOP,MIN,123,114
2018-12-31,OKC,DAL,122,102
2018-12-31,PHX,GSW,109,132
2019-01-01,TOR,UTA,122,116
2019-01-01,MIL,DET,121,98
2019-01-01,DEN,NYK,115,108
2019-01-01,SAC,POR,108,113
2019-01-01,LAC,PHI,113,119
2019-01-02,CLE,MIA,92,117
2019-01-02,CHA,DAL,84,122
2019-01-02,BKN,NOP,126,121
2019-01-02,WAS,ATL,114,98
2019-01-02,BOS,MIN,115,102
2019-01-02,MEM,DET,94,101
2019-01-02,CHI,ORL,84,112
2019-01-02,PHX,PHI,127,132
2019-01-02,LAL,OKC,100,107
2019-01-03,SAS,TOR,125,107
2019-01-03,SAC,DEN,113,117
2019-01-03,GSW,HOU,134,135
2019-01-04,CLE,UTA,91,117
2019-01-04,BOS,DAL,114,93
2019-01-04,MIA,WAS,115,109
2019-01-04,CHI,IND,116,119
2019-01-04,MIN,ORL,120,103
2019-01-04,MEM,BKN,100,109
2019-01-04,PHX,LAC,111,121
2019-01-04,MIL,ATL,144,112
2019-01-04,POR,OKC,109,111
2019-01-04,LAL,NYK,112,119
2019-01-05,DEN,CHA,123,110
2019-01-05,DET,UTA,105,110
2019-01-05,PHI,DAL,106,100
2019-01-05,CLE,NOP,98,133
2019-01-05,SAS,MEM,108,88
2019-01-05,MIL,TOR,116,123
2019-01-05,POR,HOU,110,101
2019-01-05,SAC,GSW,123,127
2019-01-06,CHI,BKN,100,117
2019-01-06,MIN,LAL,108,86
2019-01-06,LAC,ORL,106,96
2019-01-06,ATL,MIA,106,82
2019-01-06,OKC,WAS,98,116
2019-01-06,TOR,IND,121,105
2019-01-06,PHX,CHA,113,119
2019-01-07,BOS,BKN,116,95
2019-01-07,DET,SAS,107,119
2019-01-07,HOU,DEN,125,113
2019-01-07,MIL,UTA,114,102
2019-01-07,NOP,MEM,114,95
2019-01-07,DAL,LAL,97,107
2019-01-07,POR,NYK,111,101
2019-01-07,SAC,ORL,111,95
2019-01-08,CLE,IND,115,123
2019-01-08,PHI,WAS,132,115
2019-01-08,MIA,DEN,99,103
2019-01-08,TOR,ATL,104,101
2019-01-08,OKC,MIN,117,119
2019-01-08,PHX,SAC,115,111
2019-01-08,LAC,CHA,128,109
2019-01-08,GSW,NYK,122,95
2019-01-09,BOS,IND,135,108
2019-01-09,WAS,PHI,123,106
2019-01-09,BKN,ATL,116,100
2019-01-09,HOU,MIL,109,116
2019-01-09,MEM,SAS,96,86
2019-01-09,NOP,CLE,140,124
2019-01-09,UTA,ORL,106,93
2019-01-09,DAL,PHX,104,94
2019-01-09,POR,CHI,124,112
2019-01-09,LAL,DET,113,100
2019-01-10,MIA,BOS,115,99
2019-01-10,DEN,LAC,121,100
2019-01-10,SAS,OKC,154,147
2019-01-10,SAC,DET,112,102
2019-01-11,PHI,ATL,121,123
2019-01-11,WAS,MIL,113,106
2019-01-11,NYK,IND,106,121
2019-01-11,TOR,BKN,122,105
2019-01-11,HOU,CLE,141,113
2019-01-11,MIN,DAL,115,119
2019-01-11,UTA,LAL,113,95
2019-01-11,POR,CHA,127,96
2019-01-11,GSW,CHI,146,109
2019-01-12,OKC,SAS,122,112
2019-01-12,MIN,NOP,110,106
2019-01-12,ORL,BOS,105,103
2019-01-12,PHX,DEN,102,93
2019-01-12,SAC,CHA,104,97
2019-01-12,LAC,DET,104,109
2019-01-12,MIA,MEM,112,108
2019-01-12,UTA,CHI,110,102
2019-01-13,DEN,POR,116,113
2019-01-13,ORL,HOU,116,109
2019-01-13,DAL,GSW,114,119
2019-01-13,LAL,CLE,95,101
2019-01-13,WAS,TOR,138,140
2019-01-13,ATL,MIL,114,133
2019-01-13,NYK,PHI,105,108
2019-01-14,LAC,NOP,117,121
2019-01-14,BKN,BOS,109,102
2019-01-14,SAC,POR,115,107
2019-01-14,SAS,CHA,93,108
2019-01-14,HOU,MEM,112,94
2019-01-14,UTA,DET,100,94
2019-01-15,ATL,OKC,142,126
2019-01-15,LAL,CHI,107,100
2019-01-15,IND,PHX,131,97
2019-01-15,DEN,GSW,111,142
2019-01-15,PHI,MIN,149,107
2019-01-15,MIL,MIA,124,86
2019-01-16,DAL,SAS,101,105
2019-01-16,HOU,BKN,142,145
2019-01-16,POR,CLE,129,112
2019-01-16,DET,ORL,120,115
2019-01-16,LAC,UTA,109,129
2019-01-16,GSW,NOP,147,140
2019-01-16,BOS,TOR,117,108
2019-01-16,MEM,MIL,101,111
2019-01-17,IND,PHI,96,120
2019-01-17,DEN,CHI,135,105
2019-01-17,CHA,SAC,114,95
2019-01-17,TOR,PHX,111,109
2019-01-17,OKC,LAL,128,138
2019-01-17,WAS,NYK,101,100
2019-01-18,BOS,MEM,122,116
2019-01-18,DET,MIA,98,93
2019-01-18,MIN,SAS,113,116
2019-01-18,UTA,CLE,115,99
2019-01-18,LAC,GSW,94,112
2019-01-18,ORL,BKN,115,117
2019-01-18,POR,NOP,128,112
2019-01-19,PHI,OKC,115,117
2019-01-19,DET,SAC,101,103
2019-01-19,ORL,MIL,108,118
2019-01-19,IND,DAL,111,99
2019-01-19,ATL,BOS,105,113
2019-01-19,TOR,MEM,119,90
2019-01-19,CHA,PHX,135,115
2019-01-19,CHI,MIA,103,117
2019-01-19,HOU,LAL,138,134
2019-01-19,DEN,CLE,124,102
2019-01-20,IND,CHA,120,95
2019-01-20,MIN,PHX,116,114
2019-01-20,SAS,LAC,95,103
2019-01-21,NYK,OKC,109,127
2019-01-21,CLE,CHI,88,104
2019-01-21,WAS,DET,101,87
2019-01-21,MIL,DAL,116,106
2019-01-21,ATL,ORL,103,122
2019-01-21,BKN,SAC,123,94
2019-01-21,MEM,NOP,85,105
2019-01-21,PHI,HOU,121,93
2019-01-21,BOS,MIA,107,99
2019-01-21,UTA,POR,104,109
2019-01-21,LAL,GSW,111,130
2019-01-22,PHX,MIN,91,118
2019-01-22,DAL,LAC,106,98
2019-01-22,TOR,SAC,120,105
2019-01-22,OKC,POR,123,114
2019-01-23,NYK,HOU,110,114
2019-01-23,UTA,DEN,114,108
2019-01-23,MIA,LAC,99,111
2019-01-23,MEM,CHA,107,118
2019-01-23,BKN,ORL,114,110
2019-01-23,CHI,ATL,101,121
2019-01-23,PHI,SAS,122,120
2019-01-23,BOS,CLE,123,103
2019-01-23,IND,TOR,110,106
2019-01-23,NOP,DET,94,98
2019-01-24,LAL,MIN,105,120
2019-01-24,PHX,POR,106,120
2019-01-24,WAS,GSW,118,126
2019-01-24,OKC,NOP,122,116
2019-01-25,CHI,LAC,101,106
2019-01-25,MEM,SAC,96,99
2019-01-25,MIL,CHA,108,99
2019-01-25,CLE,MIA,94,100
2019-01-25,BKN,NYK,109,99
2019-01-25,DEN,PHX,132,95
2019-01-25,ORL,WAS,91,95
2019-01-25,HOU,TOR,121,119
2019-01-25,DAL,DET,106,101
2019-01-25,UTA,MIN,106,102
2019-01-26,DEN,PHI,126,110
2019-01-26,MEM,IND,106,103
2019-01-26,NOP,SAS,114,126
2019-01-26,POR,ATL,120,111
2019-01-26,BOS,GSW,111,115
2019-01-27,HOU,ORL,103,98
2019-01-27,DAL,TOR,120,123
2019-01-27,CHI,CLE,101,104
2019-01-27,LAC,SAC,122,108
2019-01-27,LAL,PHX,116,102
2019-01-27,OKC,MIL,118,112
2019-01-27,SAS,WAS,132,119
