date,home_team,visitor_team,home_team_score,visitor_team_score
2016-11-09,ATL,CHI,115,107
2016-11-09,ORL,MIN,107,123
2016-11-09,PHX,DET,107,100
2016-11-09,NYK,BKN,110,96
2016-11-09,SAS,HOU,99,101
2016-11-09,CHA,UTA,104,98
2016-11-09,GSW,DAL,116,95
2016-11-10,SAC,LAL,91,101
2016-11-10,MIA,CHI,95,98
2016-11-10,MIL,NOP,106,112
2016-11-10,DEN,GSW,101,125
2016-11-11,BOS,NYK,115,87
2016-11-11,POR,SAC,122,120
2016-11-11,OKC,LAC,108,110
2016-11-11,SAS,DET,96,86
2016-11-11,ORL,UTA,74,87
2016-11-11,PHI,IND,109,105
2016-11-11,CHA,TOR,111,113
2016-11-11,WAS,CLE,94,105
2016-11-12,DEN,DET,95,106
2016-11-12,CHI,WAS,106,95
2016-11-12,MIL,MEM,106,96
2016-11-12,IND,BOS,99,105
2016-11-12,TOR,NYK,118,107
2016-11-12,HOU,SAS,100,106
2016-11-12,ATL,PHI,117,96
2016-11-12,MIA,UTA,91,102
2016-11-12,NOP,LAL,99,126
2016-11-12,PHX,BKN,104,122
2016-11-12,MIN,LAC,105,119
2016-11-13,MIN,LAL,125,99
2016-11-13,GSW,PHX,133,120
2016-11-13,CLE,CHA,100,93
2016-11-13,OKC,ORL,117,119
2016-11-13,POR,DEN,112,105
2016-11-14,DET,OKC,104,88
2016-11-14,UTA,MEM,96,102
2016-11-14,LAC,BKN,127,95
2016-11-14,SAS,MIA,94,90
2016-11-14,HOU,PHI,115,88
2016-11-14,NOP,BOS,106,105
2016-11-14,IND,ORL,88,69
2016-11-14,NYK,DAL,93,77
2016-11-15,LAL,BKN,125,118
2016-11-15,MIN,CHA,108,115
2016-11-15,CLE,TOR,121,117
2016-11-15,MIA,ATL,90,93
2016-11-15,POR,CHI,88,113
2016-11-16,IND,CLE,103,93
2016-11-16,ORL,NOP,89,82
2016-11-16,NYK,DET,105,102
2016-11-16,PHI,WAS,109,102
2016-11-16,LAC,MEM,107,111
2016-11-16,ATL,MIL,107,100
2016-11-16,SAC,SAS,105,110
2016-11-16,TOR,GSW,121,127
2016-11-16,OKC,HOU,105,103
2016-11-16,DEN,PHX,120,104
2016-11-16,BOS,DAL,90,83
2016-11-17,UTA,CHI,77,85
2016-11-17,HOU,POR,126,109
2016-11-17,WAS,NYK,119,112
2016-11-17,MIN,PHI,110,86
2016-11-17,MIA,MIL,96,73
2016-11-18,CHA,ATL,100,96
2016-11-18,DEN,TOR,111,113
2016-11-18,LAL,SAS,107,116
2016-11-18,DAL,MEM,64,80
2016-11-18,IND,PHX,96,116
2016-11-18,OKC,BKN,124,105
2016-11-18,CLE,DET,104,81
2016-11-18,SAC,LAC,115,121
2016-11-18,NOP,POR,113,101
2016-11-18,BOS,GSW,88,104
2016-11-19,MIL,GSW,121,124
2016-11-19,NOP,CHA,121,116
2016-11-19,WAS,MIA,111,114
2016-11-19,LAC,CHI,102,95
2016-11-19,PHI,PHX,120,105
2016-11-19,DET,BOS,92,94
2016-11-19,MEM,MIN,93,71
2016-11-19,HOU,UTA,111,102
2016-11-19,ORL,DAL,95,87
2016-11-20,BKN,POR,109,129
2016-11-20,SAC,TOR,102,99
2016-11-20,NYK,ATL,104,94
2016-11-20,LAL,CHI,110,118
2016-11-20,OKC,IND,111,115
2016-11-20,DEN,UTA,105,91
2016-11-21,WAS,PHX,106,101
2016-11-21,LAC,TOR,123,115
2016-11-21,PHI,MIA,101,94
2016-11-21,MIN,BOS,93,99
2016-11-21,MIL,ORL,93,89
2016-11-21,CHA,MEM,90,105
2016-11-21,DET,HOU,96,99
2016-11-21,SAS,DAL,96,91
2016-11-21,IND,GSW,83,120
2016-11-22,DEN,CHI,110,107
2016-11-22,LAL,OKC,111,109
2016-11-22,NYK,POR,107,103
2016-11-22,ATL,NOP,94,112
2016-11-23,DAL,LAC,104,124
2016-11-23,NOP,MIN,117,96
2016-11-23,CHA,SAS,114,119
2016-11-23,GSW,LAL,149,106
2016-11-23,HOU,TOR,102,115
2016-11-23,PHI,MEM,99,104
2016-11-23,UTA,DEN,108,83
2016-11-23,ORL,PHX,87,92
2016-11-23,DET,MIA,107,84
2016-11-23,IND,ATL,85,96
2016-11-23,CLE,POR,137,125
2016-11-23,BKN,BOS,92,111
2016-11-23,SAC,OKC,116,101
2016-11-25,CLE,DAL,128,90
2016-11-25,BOS,SAS,103,109
2016-11-25,LAL,GSW,85,109
2016-11-25,NYK,CHA,113,111
2016-11-25,MIL,TOR,99,105
2016-11-25,PHX,MIN,85,98
2016-11-25,PHI,CHI,89,105
2016-11-25,MEM,MIA,81,90
2016-11-25,SAC,HOU,104,117
2016-11-25,UTA,ATL,95,68
2016-11-25,POR,NOP,119,104
2016-11-25,IND,BKN,118,97
2016-11-25,DET,LAC,108,97
2016-11-25,ORL,WAS,91,94
2016-11-25,DEN,OKC,129,132
2016-11-26,WAS,SAS,100,112
2016-11-26,MIA,MEM,107,110
2016-11-26,CHA,NYK,107,102
2016-11-26,OKC,DET,106,88
2016-11-26,GSW,MIN,115,102
2016-11-27,LAL,ATL,109,94
2016-11-27,ORL,MIL,96,104
2016-11-27,DAL,NOP,91,81
2016-11-27,PHI,CLE,108,112
2016-11-27,IND,LAC,91,70
2016-11-27,PHX,DEN,114,120
2016-11-27,POR,HOU,114,130
2016-11-27,BKN,SAC,105,122
2016-11-28,MIA,BOS,104,112
2016-11-28,TOR,PHI,122,95
2016-11-28,MIN,UTA,103,112
2016-11-28,NYK,OKC,103,112
2016-11-28,GSW,ATL,105,100
2016-11-28,WAS,SAC,101,95
2016-11-28,MEM,CHA,85,104
2016-11-29,BKN,LAC,127,122
2016-11-29,CHA,DET,89,112
2016-11-29,SAS,ORL,83,95
2016-11-29,NOP,LAL,105,88
2016-11-29,UTA,HOU,120,101
2016-11-29,MIL,CLE,118,101
2016-11-30,OKC,WAS,126,115
2016-11-30,DAL,SAS,87,94
2016-11-30,BOS,DET,114,121
2016-11-30,PHX,ATL,109,107
2016-11-30,TOR,MEM,120,105
2016-11-30,CHI,LAL,90,96
2016-11-30,DEN,MIA,98,106
2016-11-30,MIN,NYK,104,106
2016-11-30,POR,IND,131,109
2016-12-01,UTA,MIA,110,111
2016-12-01,MEM,ORL,95,94
2016-12-01,CHA,DAL,97,87
2016-12-01,GSW,HOU,127,132
2016-12-01,CLE,LAC,94,113
2016-12-01,BKN,MIL,93,111
2016-12-02,TOR,LAL,113,80
2016-12-02,CHI,CLE,111,105
2016-12-02,PHI,ORL,88,105
2016-12-02,NYK,MIN,118,114
2016-12-02,DEN,HOU,110,128
2016-12-02,SAS,WAS,107,105
2016-12-02,BOS,SAC,97,92
2016-12-02,ATL,DET,85,121
2016-12-02,NOP,LAC,96,114
2016-12-03,POR,MIA,99,92
2016-12-03,DAL,CHI,107,82
2016-12-03,PHI,BOS,106,107
2016-12-03,MEM,LAL,103,100
2016-12-03,MIL,BKN,112,103
2016-12-03,CHA,MIN,120,125
2016-12-03,GSW,PHX,138,109
2016-12-03,TOR,ATL,128,84
2016-12-03,UTA,DEN,105,98
2016-12-04,NYK,SAC,106,98
2016-12-04,DET,ORL,92,98
2016-12-04,OKC,NOP,101,92
2016-12-04,LAC,IND,102,111
2016-12-05,MIL,SAS,96,97
2016-12-05,BKN,WAS,113,118
2016-12-05,TOR,CLE,112,116
2016-12-05,LAL,UTA,101,107
2016-12-05,HOU,BOS,107,106
2016-12-05,DAL,CHA,101,109
2016-12-05,ATL,OKC,99,102
2016-12-05,PHI,DEN,98,106
2016-12-05,CHI,POR,110,112
2016-12-05,GSW,IND,142,106
2016-12-05,NOP,MEM,108,110
2016-12-06,UTA,PHX,112,105
2016-12-06,DET,CHI,102,91
2016-12-06,WAS,ORL,116,124
2016-12-06,MEM,PHI,96,91
2016-12-06,MIA,NYK,103,114
2016-12-06,MIN,SAS,91,105
2016-12-07,CHA,DET,87,77
2016-12-07,DAL,SAC,89,120
2016-12-07,HOU,LAL,134,95
2016-12-07,BKN,DEN,116,111
2016-12-07,ATL,MIA,103,95
2016-12-07,LAC,GSW,98,115
2016-12-07,PHX,IND,94,109
2016-12-07,NYK,CLE,94,126
2016-12-07,MIL,POR,115,107
2016-12-07,ORL,BOS,87,117
2016-12-08,CHI,SAS,95,91
2016-12-08,TOR,MIN,124,110
2016-12-08,MEM,POR,88,86
2016-12-08,UTA,GSW,99,106
2016-12-08,NOP,PHI,88,99
2016-12-08,WAS,DEN,92,85
2016-12-09,BOS,TOR,94,101
2016-12-09,DAL,IND,111,103
2016-12-09,SAC,NYK,100,103
2016-12-09,OKC,HOU,99,102
2016-12-09,CLE,MIA,114,84
2016-12-09,MIL,ATL,110,114
2016-12-09,CHA,ORL,109,88
2016-12-09,LAL,PHX,115,119
2016-12-09,MIN,DET,90,117
2016-12-10,SAS,BKN,130,101
2016-12-10,CLE,CHA,116,105
2016-12-10,CHI,MIA,105,100
2016-12-10,ORL,DEN,113,121
2016-12-10,IND,POR,118,111
2016-12-10,HOU,DAL,109,87
2016-12-10,UTA,SAC,104,84
2016-12-10,MEM,GSW,110,89
2016-12-10,WAS,MIL,110,105
2016-12-10,LAC,NOP,133,105
2016-12-11,OKC,BOS,99,96
2016-12-11,MIN,GSW,108,116
2016-12-11,LAL,NYK,112,118
2016-12-11,PHX,NOP,119,120
2016-12-11,DET,PHI,79,97
2016-12-12,IND,CHA,110,94
2016-12-12,TOR,MIL,122,100
2016-12-12,MIA,WAS,112,101
2016-12-12,HOU,BKN,122,118
2016-12-12,DAL,DEN,112,92
2016-12-12,LAC,POR,121,120
2016-12-12,SAC,LAL,116,92
2016-12-13,ATL,ORL,120,131
2016-12-13,PHX,NYK,113,111
2016-12-13,POR,OKC,114,95
2016-12-13,CLE,MEM,103,86
2016-12-13,NOP,GSW,109,113
2016-12-13,CHI,MIN,94,99
2016-12-14,HOU,SAC,132,98
2016-12-14,PHI,TOR,114,123
2016-12-14,BKN,LAL,107,97
2016-12-14,WAS,CHA,109,106
2016-12-14,MEM,CLE,93,85
2016-12-14,MIA,IND,95,89
2016-12-14,ORL,LAC,108,113
2016-12-14,DAL,DET,85,95
2016-12-14,UTA,OKC,109,89
2016-12-14,SAS,BOS,108,101
2016-12-15,GSW,NYK,103,90
2016-12-15,NOP,IND,102,95
2016-12-15,MIL,CHI,108,97
2016-12-15,PHX,SAS,92,107
2016-12-15,DEN,POR,132,120
2016-12-16,WAS,DET,122,108
2016-12-16,UTA,DAL,103,100
2016-12-16,HOU,NOP,122,100
2016-12-16,MIA,LAC,98,102
2016-12-16,TOR,ATL,121,125
2016-12-16,CHI,MIL,69,95
2016-12-16,PHI,LAL,89,100
2016-12-16,BOS,CHA,96,88
2016-12-16,MEM,SAC,92,96
2016-12-16,ORL,BKN,118,111
2016-12-17,DET,IND,90,105
2016-12-17,DEN,NYK,127,114
2016-12-17,MIN,HOU,109,111
2016-12-17,CLE,LAL,119,108
2016-12-17,OKC,PHX,114,101
2016-12-17,ATL,CHA,99,107
2016-12-17,GSW,POR,135,90
2016-12-18,MIA,BOS,95,105
2016-12-18,MEM,UTA,73,82
2016-12-18,DAL,SAC,99,79
2016-12-18,WAS,LAC,117,110
2016-12-18,SAS,NOP,113,100
2016-12-18,PHI,BKN,108,107
2016-12-18,ORL,TOR,79,109
2016-12-19,CHI,DET,113,82
2016-12-19,DEN,DAL,117,107
2016-12-19,IND,WAS,107,105
2016-12-19,MIN,PHX,115,108
2016-12-19,OKC,ATL,108,110
2016-12-20,GSW,UTA,104,74
2016-12-20,MIA,ORL,130,136
2016-12-20,TOR,BKN,116,104
2016-12-20,MIL,CLE,108,114
2016-12-20,MEM,BOS,109,112
2016-12-20,PHI,NOP,93,108
2016-12-20,SAC,POR,126,121
2016-12-20,CHA,LAL,117,113
2016-12-20,LAC,DEN,119,102
2016-12-20,NYK,IND,118,111
2016-12-20,HOU,SAS,100,102
2016-12-21,ATL,MIN,84,92
2016-12-21,POR,DAL,95,96
2016-12-21,NOP,OKC,110,121
2016-12-21,PHX,HOU,111,125
2016-12-21,CLE,MIL,113,102
2016-12-21,DET,MEM,86,98
2016-12-21,UTA,SAC,93,94
2016-12-21,CHI,WAS,97,107
2016-12-22,LAC,SAS,106,101
2016-12-22,NYK,ORL,106,95
2016-12-22,IND,BOS,102,109
2016-12-22,MIA,LAL,115,107
2016-12-22,BKN,GSW,101,117
2016-12-23,MEM,HOU,115,109
2016-12-23,PHX,PHI,123,116
2016-12-23,CHA,CHI,103,91
2016-12-23,CLE,BKN,119,99
2016-12-23,BOS,OKC,112,117
2016-12-23,DEN,ATL,108,109
2016-12-23,NOP,MIA,91,87
2016-12-23,POR,SAS,90,110
2016-12-23,MIN,SAC,105,109
2016-12-23,ORL,LAL,109,90
2016-12-23,UTA,TOR,98,104
2016-12-23,MIL,WAS,123,96
2016-12-23,DET,GSW,113,119
2016-12-23,LAC,DAL,88,90
2016-12-25,CLE,GSW,109,108
2016-12-25,LAL,LAC,111,102
2016-12-25,SAS,CHI,119,100
2016-12-25,OKC,MIN,112,100
2016-12-25,NYK,BOS,114,119
2016-12-26,BKN,CHA,120,118
2016-12-26,ORL,MEM,112,102
2016-12-26,SAC,PHI,102,100
2016-12-26,POR,TOR,91,95
2016-12-26,NOP,DAL,111,104
2016-12-26,MIN,ATL,104,90
2016-12-26,WAS,MIL,107,102
2016-12-26,LAC,DEN,102,106
2016-12-26,DET,CLE,106,90
2016-12-26,HOU,PHX,131,115
2016-12-26,CHI,IND,90,85
2016-12-27,BOS,MEM,113,103
2016-12-27,MIA,OKC,94,106
2016-12-27,DAL,HOU,107,123
2016-12-27,LAL,UTA,100,102
2016-12-28,DEN,MIN,105,103
2016-12-28,CHI,BKN,101,99
2016-12-28,DET,MIL,94,119
2016-12-28,ATL,NYK,102,98
2016-12-28,POR,SAC,102,89
2016-12-28,SAS,PHX,119,98
2016-12-28,WAS,IND,111,105
2016-12-28,GSW,TOR,121,111
2016-12-28,ORL,CHA,101,120
2016-12-28,NOP,LAC,102,98
2016-12-29,CHA,MIA,91,82
2016-12-29,PHX,TOR,99,91
2016-12-29,LAL,DAL,89,101
2016-12-29,UTA,PHI,100,83
2016-12-29,CLE,BOS,124,118
2016-12-29,MEM,OKC,114,80
2016-12-30,MIN,MIL,116,99
2016-12-30,WAS,BKN,118,95
2016-12-30,SAS,POR,110,94
2016-12-30,DEN,PHI,122,124
2016-12-30,IND,CHI,111,101
2016-12-30,HOU,LAC,140,116
2016-12-30,GSW,DAL,108,99
2016-12-30,BOS,MIA,117,114
2016-12-30,NOP,NYK,104,92
2016-12-30,ATL,DET,105,98
2016-12-31,CHA,CLE,109,121
2016-12-31,OKC,LAC,114,88
2016-12-31,CHI,MIL,96,116
2016-12-31,UTA,PHX,91,86
2016-12-31,SAC,MEM,98,112
2016-12-31,HOU,NYK,129,122
2017-01-01,ATL,SAS,114,112
2017-01-01,MIA,DET,98,107
2017-01-01,IND,ORL,117,104
2017-01-01,LAL,TOR,114,123
2017-01-01,MIN,POR,89,95
2017-01-02,HOU,WAS,101,91
2017-01-02,GSW,DEN,127,119
2017-01-02,CHI,CHA,118,111
2017-01-02,BKN,UTA,89,101
2017-01-02,NYK,ORL,103,115
2017-01-02,CLE,NOP,90,82
2017-01-02,LAC,PHX,109,98
2017-01-02,MIL,OKC,98,94
2017-01-03,BOS,UTA,115,104
2017-01-03,DEN,SAC,113,120
2017-01-03,DET,IND,116,121
2017-01-03,DAL,WAS,113,105
2017-01-03,PHI,MIN,93,91
2017-01-03,PHX,MIA,99,90
2017-01-03,SAS,TOR,110,82
2017-01-03,LAL,MEM,116,102
2017-01-04,GSW,POR,125,117
2017-01-04,ORL,ATL,92,111
2017-01-04,LAC,MEM,115,106
2017-01-04,SAC,MIA,102,107
2017-01-04,NYK,MIL,104,105
2017-01-04,CLE,CHI,94,106
2017-01-04,CHA,OKC,123,112
2017-01-05,NOP,ATL,94,99
2017-01-05,HOU,OKC,118,116
2017-01-05,DAL,PHX,95,102
2017-01-05,DET,CHA,115,114
2017-01-05,POR,LAL,118,109
2017-01-05,IND,BKN,121,109
2017-01-05,TOR,UTA,101,93
2017-01-05,DEN,SAS,99,127
2017-01-06,BKN,CLE,108,116
2017-01-06,WAS,MIN,112,105
2017-01-06,LAL,MIA,127,100
2017-01-06,BOS,PHI,110,106
2017-01-06,ORL,HOU,93,100
2017-01-06,SAC,LAC,98,106
2017-01-06,GSW,MEM,119,128
2017-01-06,MIL,NYK,111,116
2017-01-07,CHI,TOR,123,118
2017-01-07,DAL,ATL,82,97
2017-01-07,BOS,NOP,117,108
2017-01-07,SAS,CHA,102,85
2017-01-07,OKC,DEN,121,106
2017-01-07,IND,NYK,123,109
2017-01-07,MIN,UTA,92,94
2017-01-08,MEM,UTA,88,79
2017-01-08,SAC,GSW,106,117
2017-01-08,TOR,HOU,122,129
2017-01-08,BKN,PHI,95,105
2017-01-08,LAL,ORL,111,95
2017-01-08,PHX,CLE,116,120
2017-01-08,MIL,WAS,101,107
2017-01-08,POR,DET,124,125
2017-01-08,LAC,MIA,98,86
2017-01-09,CHI,OKC,94,109
2017-01-09,MIN,DAL,101,92
2017-01-09,NYK,NOP,96,110
2017-01-10,LAL,POR,87,108
2017-01-10,GSW,MIA,107,95
2017-01-10,HOU,CHA,121,114
2017-01-10,BKN,ATL,97,117
2017-01-10,UTA,CLE,100,92
2017-01-10,SAC,DET,100,94
2017-01-10,TOR,BOS,114,106
2017-01-10,SAS,MIL,107,109
2017-01-10,WAS,CHI,101,99
2017-01-11,MIN,HOU,119,105
2017-01-11,LAC,ORL,105,96
2017-01-11,POR,CLE,102,86
2017-01-11,BOS,WAS,117,108
2017-01-11,PHI,NYK,98,97
2017-01-11,OKC,MEM,103,95
2017-01-12,GSW,DET,127,107
2017-01-12,DEN,IND,140,112
2017-01-12,NYK,CHI,104,89
2017-01-12,SAS,LAL,134,94
2017-01-12,PHX,DAL,108,113
2017-01-12,BKN,NOP,95,104
2017-01-13,MIN,OKC,96,86
2017-01-13,ATL,BOS,101,103
2017-01-13,POR,ORL,109,115
2017-01-13,UTA,DET,110,77
2017-01-13,PHI,CHA,102,93
2017-01-13,HOU,MEM,105,110
2017-01-13,SAC,CLE,108,120
2017-01-13,TOR,BKN,132,113
2017-01-13,MIL,MIA,116,108
2017-01-14,UTA,ORL,114,107
2017-01-14,CHI,NOP,107,99
2017-01-14,LAC,LAL,113,97
2017-01-14,WAS,PHI,109,93
2017-01-14,PHX,SAS,108,105
2017-01-15,ATL,MIL,111,98
2017-01-15,TOR,NYK,116,101
2017-01-15,MEM,CHI,104,108
2017-01-15,SAC,OKC,118,122
2017-01-15,DAL,MIN,98,87
2017-01-15,LAL,DET,97,102
2017-01-15,BKN,HOU,112,137
2017-01-16,BOS,CHA,108,98
2017-01-16,IND,NOP,98,95
2017-01-16,MIL,PHI,104,113
2017-01-16,WAS,POR,120,101
2017-01-16,LAC,OKC,120,98
2017-01-16,PHX,UTA,101,106
2017-01-16,GSW,CLE,126,91
2017-01-16,DEN,ORL,125,112
2017-01-16,NYK,ATL,107,108
2017-01-17,CHI,DAL,98,99
2017-01-17,LAL,DEN,121,127
2017-01-17,MIA,HOU,109,103
2017-01-17,BKN,TOR,109,119
2017-01-17,SAS,MIN,122,114
2017-01-18,BOS,NYK,106,117
2017-01-18,WAS,MEM,104,101
2017-01-18,SAC,IND,100,106
2017-01-18,PHI,TOR,94,89
2017-01-18,GSW,OKC,121,100
2017-01-18,DET,ATL,118,95
2017-01-18,NOP,ORL,118,98
2017-01-18,HOU,MIL,111,92
2017-01-18,CHA,POR,107,85
2017-01-19,NYK,WAS,110,113
2017-01-19,CLE,PHX,118,103
2017-01-19,MIA,DAL,99,95
2017-01-19,LAC,MIN,101,104
2017-01-19,SAS,DEN,118,104
2017-01-20,ATL,CHI,102,93
2017-01-20,LAL,IND,108,95
2017-01-20,ORL,MIL,112,96
2017-01-20,PHI,POR,93,92
2017-01-20,HOU,GSW,108,125
2017-01-20,NOP,BKN,114,143
2017-01-20,MEM,SAC,107,91
2017-01-20,CHA,TOR,113,78
2017-01-20,DAL,UTA,107,112
2017-01-21,MEM,HOU,95,119
2017-01-21,CHI,SAC,102,99
2017-01-21,BOS,POR,123,127
2017-01-21,DET,WAS,113,112
2017-01-21,UTA,IND,109,100
2017-01-21,DEN,LAC,123,98
2017-01-21,ATL,PHI,110,93
2017-01-21,CHA,BKN,112,105
2017-01-21,MIA,MIL,109,97
2017-01-21,CLE,SAS,115,118
2017-01-21,NYK,PHX,105,107
2017-01-22,DAL,LAL,122,73
2017-01-22,TOR,PHX,103,115
2017-01-22,MIN,DEN,111,108
2017-01-22,ORL,GSW,98,118
2017-01-23,MIA,GSW,105,102
2017-01-23,CHA,WAS,99,109
2017-01-23,UTA,OKC,95,97
2017-01-23,DET,SAC,104,109
2017-01-23,ATL,LAC,105,115
2017-01-23,NOP,CLE,124,122
2017-01-23,MIL,HOU,127,114
2017-01-23,IND,NYK,103,109
2017-01-23,BKN,SAS,86,112
2017-01-24,PHX,MIN,111,112
2017-01-24,TOR,SAS,106,108
2017-01-24,DEN,UTA,103,93
2017-01-24,PHI,LAC,121,110
2017-01-24,WAS,BOS,123,108
2017-01-24,ORL,CHI,92,100
2017-01-25,CHA,GSW,103,113
2017-01-25,POR,LAL,105,98
2017-01-25,DAL,NYK,103,95
2017-01-25,BOS,HOU,120,109
2017-01-25,MEM,TOR,101,99
2017-01-25,CLE,SAC,112,116
2017-01-25,MIL,PHI,109,114
2017-01-25,BKN,MIA,106,109
2017-01-25,NOP,OKC,105,114
2017-01-25,CHI,ATL,114,119
2017-01-26,OKC,DAL,109,98
2017-01-26,UTA,LAL,96,88
2017-01-26,DEN,PHX,127,120
2017-01-26,MIN,IND,103,109
2017-01-27,TOR,MIL,102,86
2017-01-27,CHI,MIA,88,100
2017-01-27,BOS,ORL,128,98
2017-01-27,POR,MEM,112,109
2017-01-27,CLE,BKN,124,116
2017-01-27,ATL,WAS,86,112
2017-01-27,NYK,CHA,110,107
2017-01-27,PHI,HOU,118,123
2017-01-27,NOP,SAS,119,103
2017-01-27,IND,SAC,115,111
2017-01-28,UTA,MEM,95,102
2017-01-28,CHA,SAC,106,109
2017-01-28,MIA,DET,116,103
2017-01-28,GSW,LAC,144,98
2017-01-28,PHX,DEN,112,123
2017-01-28,MIN,BKN,129,109
2017-01-28,MIL,BOS,108,112
2017-01-29,IND,HOU,120,101
2017-01-29,TOR,ORL,113,114
2017-01-29,SAS,DAL,101,105
2017-01-29,CLE,OKC,107,91
2017-01-29,CHI,PHI,121,108
2017-01-29,POR,GSW,111,113
2017-01-29,ATL,NYK,142,139
2017-01-29,NOP,WAS,94,107
2017-01-30,DAL,CLE,104,97
2017-01-30,MIN,ORL,111,105
2017-01-30,MIA,BKN,104,96
2017-01-30,PHI,SAC,122,119
2017-01-30,PHX,MEM,96,115
2017-01-30,BOS,DET,113,109
2017-01-31,SAS,OKC,108,94
2017-01-31,WAS,NYK,117,101
2017-01-31,LAL,DEN,120,116
2017-01-31,POR,CHA,115,98
2017-01-31,TOR,NOP,108,106
2017-01-31,HOU,SAC,105,83
2017-02-01,BKN,NYK,90,95
2017-02-01,DET,NOP,118,98
2017-02-01,OKC,CHI,100,128
2017-02-01,DEN,MEM,99,119
2017-02-01,ORL,IND,88,98
2017-02-01,UTA,MIL,104,88
2017-02-01,MIA,ATL,116,93
2017-02-01,PHX,LAC,114,124
2017-02-01,BOS,TOR,109,104
2017-02-01,DAL,PHI,113,95
2017-02-01,CLE,MIN,125,97
2017-02-01,GSW,CHA,126,111
